,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,419000000.0,143000000.0,18000000.0,495000000.0,1079000000.0
Total Cashflows From Investing Activities,-721000000.0,-399000000.0,636000000.0,-237000000.0,-660000000.0
Net Borrowings,494000000.0,972000000.0,-972000000.0,134000000.0,-1000000.0
Total Cash From Financing Activities,-553000000.0,-518000000.0,-1424000000.0,-253000000.0,-1339000000.0
Change To Operating Activities,-77000000.0,-299000000.0,-16000000.0,63000000.0,-176000000.0
Issuance Of Stock,34000000.0,17000000.0,8000000.0,44000000.0,76000000.0
Net Income,350000000.0,-183000000.0,1168000000.0,1075000000.0,1783000000.0
Change In Cash,53000000.0,245000000.0,414000000.0,982000000.0,110000000.0
Repurchase Of Stock,-750000000.0,-1153000000.0,-148000000.0,-121000000.0,-1041000000.0
Effect Of Exchange Rate,63000000.0,-67000000.0,-28000000.0,-28000000.0,-67000000.0
Total Cash From Operating Activities,1264000000.0,1229000000.0,1230000000.0,1500000000.0,2176000000.0
Depreciation,654000000.0,645000000.0,587000000.0,568000000.0,494000000.0
Other Cashflows From Investing Activities,-3000000.0,126000000.0,134000000.0,146000000.0,2000000.0
Dividends Paid,-312000000.0,-306000000.0,-305000000.0,-311000000.0,-338000000.0
Change To Inventory,-229000000.0,73000000.0,-17000000.0,249000000.0,-648000000.0
Change To Account Receivables,160000000.0,79000000.0,-87000000.0,-940000000.0,-232000000.0
Other Cashflows From Financing Activities,-19000000.0,-48000000.0,-7000000.0,1000000.0,-35000000.0
Change To Netincome,-13000000.0,771000000.0,-423000000.0,-10000000.0,-124000000.0
Capital Expenditures,-684000000.0,-590000000.0,-532000000.0,-410000000.0,-525000000.0
Investments,-95000000.0,35000000.0,,,
