,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,1583300000.0,-622600000.0,-143600000.0,-943700000.0,274300000.0,-2305600000.0,-1857800000.0,-1563500000.0,-30000000.0
Change To Liabilities,111100000.0,93300000.0,73900000.0,-178300000.0,537200000.0,70300000.0,316700000.0,-240900000.0,24900000.0
Total Cashflows From Investing Activities,1453400000.0,-775800000.0,-305000000.0,-1059000000.0,125800000.0,-2438800000.0,-2012700000.0,-1705300000.0,-413900000.0
Total Cash From Financing Activities,-2612800000.0,612000000.0,-305300000.0,-366400000.0,-118200000.0,385400000.0,-906600000.0,64700000.0,-101100000.0
Change To Operating Activities,-36300000.0,-17400000.0,98500000.0,-50000000.0,-227800000.0,-39000000.0,76100000.0,-44800000.0,-243700000.0
Issuance Of Stock,1356600000.0,303100000.0,104100000.0,95000000.0,213200000.0,821400000.0,542700000.0,521600000.0,306800000.0
Net Income,897300000.0,842100000.0,1149200000.0,1115200000.0,3098900000.0,1632200000.0,2229000000.0,973500000.0,852100000.0
Change In Cash,-216000000.0,-418100000.0,620700000.0,-756900000.0,634300000.0,1360200000.0,-546800000.0,461100000.0,49400000.0
Repurchase Of Stock,-5469400000.0,-173000000.0,-409400000.0,-461400000.0,-331400000.0,-436000000.0,-1449300000.0,-456900000.0,-407900000.0
Total Cash From Operating Activities,943400000.0,-254300000.0,1231000000.0,668500000.0,626700000.0,3413600000.0,2372500000.0,2101700000.0,564400000.0
Depreciation,58800000.0,59300000.0,61700000.0,67400000.0,71100000.0,73200000.0,74500000.0,74300000.0,74400000.0
Change To Inventory,-162600000.0,-169000000.0,-127000000.0,-252800000.0,31300000.0,-109100000.0,-163700000.0,-88600000.0,-240100000.0
Change To Account Receivables,121900000.0,-1228200000.0,-80800000.0,-58300000.0,-2825600000.0,1541000000.0,-584500000.0,1197500000.0,-322400000.0
Change To Netincome,-46800000.0,165600000.0,55500000.0,25300000.0,-58400000.0,245000000.0,424400000.0,230700000.0,419200000.0
Capital Expenditures,-129900000.0,-153200000.0,-161400000.0,-115300000.0,-148500000.0,-133200000.0,-154900000.0,-141800000.0,-153600000.0
Net Borrowings,1500000000.0,481900000.0,,,,,,,
