,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Capital Surplus,6263000000.0,6592800000.0,6716200000.0,6887800000.0,7225800000.0,7919300000.0,8087500000.0,8754100000.0,9120200000.0
Total Liab,5371300000.0,5958500000.0,6138000000.0,5795200000.0,6358600000.0,6413500000.0,6666000000.0,6434000000.0,6518000000.0
Total Stockholder Equity,9057400000.0,10125500000.0,11025300000.0,11977000000.0,15127300000.0,17258000000.0,18768800000.0,19914700000.0,20687800000.0
Other Current Liab,565300000.0,591700000.0,719600000.0,464900000.0,520000000.0,507800000.0,1055700000.0,491300000.0,572100000.0
Total Assets,14428700000.0,16084000000.0,17163300000.0,17772200000.0,21485900000.0,23671500000.0,25434800000.0,26348700000.0,27205800000.0
Common Stock,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
Retained Earnings,8901700000.0,9743800000.0,10893000000.0,12008200000.0,15107100000.0,16739300000.0,18968300000.0,19941800000.0,20793900000.0
Other Liab,953000000.0,925900000.0,744900000.0,598500000.0,647000000.0,719100000.0,753500000.0,726000000.0,783400000.0
Treasury Stock,-6107400000.0,-6211200000.0,-6584000000.0,-6919100000.0,-7205700000.0,-7400700000.0,-8287100000.0,-8781300000.0,-9226400000.0
Other Assets,878900000.0,912400000.0,967800000.0,870800000.0,849500000.0,829100000.0,1059700000.0,1355600000.0,1575000000.0
Cash,1992200000.0,1573000000.0,2193700000.0,1437900000.0,2072200000.0,3432400000.0,2885600000.0,3345700000.0,3395100000.0
Total Current Liabilities,3702400000.0,2337800000.0,2697400000.0,3217800000.0,3732400000.0,3714800000.0,3932500000.0,3007600000.0,3033900000.0
Deferred Long Term Asset Charges,774000000.0,804200000.0,858900000.0,765100000.0,746600000.0,723200000.0,876900000.0,1140300000.0,1352400000.0
Other Stockholder Equity,35500000.0,30800000.0,29300000.0,16200000.0,15700000.0,9500000.0,-26200000.0,-170100000.0,-223800000.0
Property Plant Equipment,3031400000.0,3138300000.0,3221600000.0,3262600000.0,3358500000.0,3395700000.0,3482200000.0,3556400000.0,3637700000.0
Total Current Assets,7860200000.0,9097600000.0,9779100000.0,10055100000.0,13337600000.0,13775400000.0,14014900000.0,14306000000.0,15529900000.0
Long Term Investments,2658200000.0,2935700000.0,3194800000.0,3583700000.0,3940300000.0,5671300000.0,6878000000.0,7130700000.0,6463200000.0
Net Tangible Assets,9057400000.0,10125500000.0,11025300000.0,11977000000.0,15127300000.0,17258000000.0,18768800000.0,19914700000.0,20687800000.0
Short Term Investments,1152000000.0,1452900000.0,1393300000.0,2065900000.0,1838600000.0,2355200000.0,2809100000.0,3704900000.0,4171300000.0
Net Receivables,2811300000.0,4039500000.0,4114700000.0,4173000000.0,6998600000.0,5452000000.0,6036500000.0,4839000000.0,5161400000.0
Long Term Debt,,1978300000.0,1978500000.0,1978900000.0,1979200000.0,1979600000.0,1980000000.0,1980400000.0,1980700000.0
Inventory,1640900000.0,1801600000.0,1916600000.0,2164700000.0,1983900000.0,2053800000.0,1951300000.0,1991500000.0,2218500000.0
Accounts Payable,380100000.0,443100000.0,475500000.0,542900000.0,476000000.0,427000000.0,564000000.0,470300000.0,534200000.0
