,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,876000000.0,869000000.0,869000000.0,843000000.0,813000000.0
Capital Surplus,19768000000.0,19873000000.0,20301000000.0,20383000000.0,20504000000.0
Total Liab,26943000000.0,27149000000.0,31551000000.0,33198000000.0,33957000000.0
Total Stockholder Equity,25085000000.0,24653000000.0,24910000000.0,18984000000.0,19166000000.0
Minority Interest,2343000000.0,2500000000.0,2259000000.0,2539000000.0,2471000000.0
Other Current Liab,1113000000.0,1223000000.0,1075000000.0,1440000000.0,1406000000.0
Total Assets,54371000000.0,54302000000.0,58720000000.0,54721000000.0,55594000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0,7000000.0
Other Current Assets,24000000.0,98000000.0,23000000.0,13000000.0,99000000.0
Retained Earnings,16306000000.0,20489000000.0,22064000000.0,16500000000.0,16216000000.0
Other Liab,6767000000.0,7121000000.0,7883000000.0,7921000000.0,7472000000.0
Good Will,3270000000.0,3270000000.0,3270000000.0,1425000000.0,1484000000.0
Treasury Stock,-10995000000.0,-15715000000.0,-17461000000.0,-17905000000.0,-17561000000.0
Other Assets,528000000.0,612000000.0,674000000.0,1068000000.0,1603000000.0
Cash,3119000000.0,3019000000.0,1614000000.0,2514000000.0,3147000000.0
Total Current Liabilities,10107000000.0,8935000000.0,11646000000.0,9518000000.0,12801000000.0
Short Long Term Debt,41000000.0,67000000.0,529000000.0,971000000.0,1456000000.0
Other Stockholder Equity,-617000000.0,-692000000.0,-788000000.0,-789000000.0,-445000000.0
Property Plant Equipment,21460000000.0,22018000000.0,25098000000.0,24927000000.0,23485000000.0
Total Current Assets,14390000000.0,13209000000.0,14395000000.0,13276000000.0,14697000000.0
Long Term Investments,13847000000.0,14324000000.0,14414000000.0,13182000000.0,13512000000.0
Net Tangible Assets,20939000000.0,20514000000.0,20771000000.0,16716000000.0,16869000000.0
Net Receivables,7506000000.0,6173000000.0,8510000000.0,6522000000.0,7470000000.0
Long Term Debt,10069000000.0,10909000000.0,10957000000.0,14658000000.0,12702000000.0
Inventory,3395000000.0,3543000000.0,3776000000.0,3893000000.0,3394000000.0
Accounts Payable,8027000000.0,6586000000.0,8575000000.0,5549000000.0,8461000000.0
