,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,874000000.0,849000000.0,843000000.0,836000000.0,825000000.0,822000000.0,813000000.0,819000000.0,812000000.0
Capital Surplus,20342000000.0,20363000000.0,20383000000.0,20420000000.0,20463000000.0,20488000000.0,20504000000.0,19667000000.0,19717000000.0
Total Liab,31223000000.0,31976000000.0,33198000000.0,35039000000.0,36375000000.0,35810000000.0,33957000000.0,38517000000.0,38239000000.0
Total Stockholder Equity,20715000000.0,19722000000.0,18984000000.0,17979000000.0,18149000000.0,18139000000.0,19166000000.0,21815000000.0,24276000000.0
Minority Interest,2580000000.0,2583000000.0,2539000000.0,2478000000.0,2453000000.0,2458000000.0,2471000000.0,306000000.0,297000000.0
Other Current Liab,1061000000.0,1237000000.0,1440000000.0,1163000000.0,1393000000.0,1346000000.0,1406000000.0,1467000000.0,1812000000.0
Total Assets,54518000000.0,54281000000.0,54721000000.0,55496000000.0,56977000000.0,56407000000.0,55594000000.0,60638000000.0,62812000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,7000000.0,7000000.0,7000000.0
Other Current Assets,56000000.0,,13000000.0,49000000.0,18000000.0,32000000.0,99000000.0,202000000.0,2371000000.0
Retained Earnings,18631000000.0,17436000000.0,16500000000.0,15449000000.0,15345000000.0,15350000000.0,16216000000.0,16391000000.0,19087000000.0
Other Liab,8537000000.0,8797000000.0,7921000000.0,7580000000.0,7722000000.0,7239000000.0,7472000000.0,7031000000.0,7124000000.0
Good Will,1425000000.0,1425000000.0,1425000000.0,1425000000.0,1425000000.0,1425000000.0,1484000000.0,1484000000.0,1486000000.0
Treasury Stock,-18264000000.0,-18083000000.0,-17905000000.0,-17896000000.0,-17665000000.0,-17705000000.0,-17561000000.0,-14250000000.0,-14535000000.0
Other Assets,1939000000.0,2062000000.0,1068000000.0,1914000000.0,1894000000.0,1857000000.0,1603000000.0,1833000000.0,1746000000.0
Cash,1890000000.0,1462000000.0,2514000000.0,1351000000.0,2207000000.0,2897000000.0,3147000000.0,3335000000.0,2809000000.0
Total Current Liabilities,10023000000.0,10513000000.0,9518000000.0,11431000000.0,14551000000.0,13921000000.0,12801000000.0,17603000000.0,17608000000.0
Short Long Term Debt,1783000000.0,1860000000.0,971000000.0,516000000.0,2489000000.0,1489000000.0,1456000000.0,1474000000.0,526000000.0
Other Stockholder Equity,-1148000000.0,-967000000.0,-789000000.0,-780000000.0,-549000000.0,-589000000.0,-445000000.0,-514000000.0,-733000000.0
Property Plant Equipment,24282000000.0,23489000000.0,24927000000.0,23677000000.0,23688000000.0,22377000000.0,23485000000.0,22333000000.0,22229000000.0
Total Current Assets,12499000000.0,12822000000.0,13276000000.0,14418000000.0,15780000000.0,16019000000.0,14697000000.0,19854000000.0,22492000000.0
Long Term Investments,13499000000.0,13634000000.0,13182000000.0,13226000000.0,13365000000.0,13907000000.0,13512000000.0,14315000000.0,14047000000.0
Net Tangible Assets,18416000000.0,17448000000.0,16716000000.0,15718000000.0,15899000000.0,15892000000.0,16869000000.0,19512000000.0,21978000000.0
Net Receivables,4852000000.0,5963000000.0,6522000000.0,8165000000.0,8062000000.0,8006000000.0,7470000000.0,10455000000.0,13393000000.0
Long Term Debt,12663000000.0,12666000000.0,14658000000.0,14906000000.0,12924000000.0,13421000000.0,12702000000.0,12960000000.0,12443000000.0
Inventory,5136000000.0,4897000000.0,3893000000.0,4273000000.0,4752000000.0,4400000000.0,3394000000.0,4530000000.0,4580000000.0
Accounts Payable,5368000000.0,5457000000.0,5549000000.0,8246000000.0,8945000000.0,9215000000.0,8461000000.0,13184000000.0,13652000000.0
