,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,-2000000.0,-4000000.0,406000000.0,-77000000.0,85000000.0,98000000.0,308000000.0,0.0,30000000.0
Total Cashflows From Investing Activities,-330000000.0,-269000000.0,301000000.0,-321000000.0,-2000000.0,-274000000.0,-1174000000.0,161000000.0,161000000.0
Net Borrowings,-738000000.0,-350000000.0,-851000000.0,-506000000.0,-221000000.0,652000000.0,708000000.0,138000000.0,138000000.0
Total Cash From Financing Activities,-874000000.0,-796000000.0,-1558000000.0,-1381000000.0,-874000000.0,-782000000.0,499000000.0,-517000000.0,-517000000.0
Change To Operating Activities,224000000.0,345000000.0,13000000.0,-120000000.0,-390000000.0,412000000.0,-228000000.0,-159000000.0,-159000000.0
Net Income,19000000.0,20000000.0,104000000.0,-373000000.0,341000000.0,158000000.0,291000000.0,0.0,277000000.0
Change In Cash,18000000.0,377000000.0,195000000.0,-906000000.0,161000000.0,751000000.0,247000000.0,379000000.0,379000000.0
Repurchase Of Stock,-3000000.0,-53000000.0,-10000000.0,-494000000.0,-414000000.0,-1205000000.0,-1000000.0,-319000000.0,-319000000.0
Effect Of Exchange Rate,-8000000.0,31000000.0,34000000.0,-40000000.0,9000000.0,-26000000.0,-191000000.0,-289000000.0,-289000000.0
Total Cash From Operating Activities,1230000000.0,1411000000.0,1418000000.0,836000000.0,1028000000.0,1833000000.0,1113000000.0,1024000000.0,1024000000.0
Depreciation,916000000.0,930000000.0,-108000000.0,953000000.0,971000000.0,1057000000.0,-342000000.0,975000000.0,975000000.0
Other Cashflows From Investing Activities,-2000000.0,2000000.0,592000000.0,-23000000.0,-54000000.0,-13000000.0,-33000000.0,501000000.0,501000000.0
Dividends Paid,-217000000.0,-217000000.0,-218000000.0,-244000000.0,-242000000.0,-238000000.0,-237000000.0,-287000000.0,-287000000.0
Change To Account Receivables,2000000.0,-40000000.0,-126000000.0,-219000000.0,48000000.0,-58000000.0,-323000000.0,52000000.0,52000000.0
Other Cashflows From Financing Activities,-14000000.0,-204000000.0,-509000000.0,-210000000.0,-2000000.0,-2000000.0,-5000000.0,-49000000.0,-49000000.0
Change To Netincome,62000000.0,153000000.0,60000000.0,665000000.0,-35000000.0,159000000.0,23000000.0,4000000.0,-159000000.0
Capital Expenditures,-55000000.0,-76000000.0,-77000000.0,-69000000.0,-74000000.0,-50000000.0,-127000000.0,-65000000.0,-65000000.0
Issuance Of Stock,98000000.0,28000000.0,30000000.0,73000000.0,3000000.0,11000000.0,34000000.0,,
