,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,166473000.0,126054000.0,92121000.0,105929000.0,277654000.0
Capital Surplus,7634825000.0,8220417000.0,9205256000.0,10200141000.0,12069097000.0
Total Liab,429239000.0,403107000.0,1752011000.0,2694262000.0,3746138000.0
Total Stockholder Equity,2992327000.0,2310999000.0,2259913000.0,2329976000.0,3790168000.0
Other Current Liab,237414000.0,220205000.0,266625000.0,413296000.0,496449000.0
Total Assets,3421566000.0,2714106000.0,4011924000.0,5024238000.0,7536306000.0
Common Stock,12000.0,13000.0,14000.0,14000.0,16000.0
Retained Earnings,-4656667000.0,-5912578000.0,-6945930000.0,-7891542000.0,-8284466000.0
Other Liab,82983000.0,110416000.0,57382000.0,64474000.0,315756000.0
Good Will,639882000.0,632370000.0,761153000.0,939259000.0,1588452000.0
Treasury Stock,14157000.0,3147000.0,573000.0,21363000.0,5521000.0
Other Assets,38055000.0,23594000.0,10550000.0,23138000.0,28602000.0
Cash,334063000.0,387149000.0,520317000.0,545618000.0,1993809000.0
Total Current Liabilities,346256000.0,292691000.0,499675000.0,667327000.0,851786000.0
Other Stockholder Equity,14157000.0,3147000.0,573000.0,21363000.0,5521000.0
Property Plant Equipment,166762000.0,212560000.0,449114000.0,448437000.0,524896000.0
Total Current Assets,2366794000.0,1675928000.0,2643986000.0,3337975000.0,4854002000.0
Long Term Investments,43600000.0,43600000.0,55000000.0,169500000.0,262700000.0
Net Tangible Assets,2185972000.0,1552575000.0,1406639000.0,1284788000.0,1924062000.0
Short Term Investments,1708976000.0,891914000.0,1592488000.0,1991922000.0,1699076000.0
Net Receivables,279473000.0,354965000.0,492194000.0,744288000.0,1068873000.0
Long Term Debt,,,891776000.0,1675169000.0,2253087000.0
Accounts Payable,71194000.0,30876000.0,46886000.0,71908000.0,125282000.0
