,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-878374000.0,806800000.0,-689836000.0,-508688000.0
Change To Liabilities,49696000.0,-33532000.0,20674000.0,20374000.0
Total Cashflows From Investing Activities,-1357010000.0,694454000.0,-728608000.0,-729864000.0
Net Borrowings,1251411000.0,1251411000.0,1251411000.0,988582000.0
Total Cash From Financing Activities,2265348000.0,47437000.0,1165852000.0,922791000.0
Change To Operating Activities,65726000.0,15419000.0,133784000.0,81599000.0
Issuance Of Stock,2669176000.0,47988000.0,16527000.0,34209000.0
Net Income,-3445066000.0,-1255911000.0,-1033660000.0,-944839000.0
Change In Cash,173671000.0,51967000.0,132286000.0,25283000.0
Total Cash From Operating Activities,-734667000.0,-689924000.0,-304958000.0,-167644000.0
Depreciation,61288000.0,91648000.0,87245000.0,86744000.0
Other Cashflows From Investing Activities,-8107000.0,8711000.0,1029000.0,5506000.0
Change To Account Receivables,-104357000.0,-77506000.0,-147862000.0,-255818000.0
Other Cashflows From Financing Activities,-9672000.0,-102086000.0,-102086000.0,-100000000.0
Change To Netincome,2638046000.0,569958000.0,617064000.0,762895000.0
Capital Expenditures,-84518000.0,-120242000.0,-36478000.0,-57832000.0
Repurchase Of Stock,-394156000.0,-551000.0,,
