,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,83900000.0,87285000.0,91796000.0,105929000.0,132483000.0,264161000.0,261131000.0,277654000.0
Capital Surplus,9380435000.0,9773857000.0,9968707000.0,10200141000.0,9777646000.0,11129196000.0,11737338000.0,12069097000.0
Total Liab,1773603000.0,2509364000.0,2619003000.0,2694262000.0,3352602000.0,3912814000.0,3671049000.0,3746138000.0
Total Stockholder Equity,2124907000.0,2194665000.0,2198771000.0,2329976000.0,1706178000.0,2908001000.0,3440116000.0,3790168000.0
Total Assets,3898510000.0,4704029000.0,4817774000.0,5024238000.0,5058780000.0,6820815000.0,7111165000.0,7536306000.0
Common Stock,14000.0,14000.0,14000.0,14000.0,15000.0,15000.0,15000.0,16000.0
Retained Earnings,-7252646000.0,-7578597000.0,-7778449000.0,-7891542000.0,-8083393000.0,-8235057000.0,-8307016000.0,-8284466000.0
Other Liab,57319000.0,61936000.0,71546000.0,64474000.0,73622000.0,312258000.0,317968000.0,315756000.0
Good Will,756389000.0,775185000.0,816113000.0,939259000.0,1025710000.0,1453766000.0,1484108000.0,1588452000.0
Treasury Stock,-2896000.0,-609000.0,8499000.0,21363000.0,11910000.0,13847000.0,9779000.0,5521000.0
Other Assets,89120000.0,148521000.0,149811000.0,23138000.0,215794000.0,25234000.0,162970000.0,28602000.0
Cash,901342000.0,1251721000.0,824070000.0,545618000.0,967519000.0,2051961000.0,1972358000.0,1993809000.0
Total Current Liabilities,523191000.0,543612000.0,610106000.0,667327000.0,751928000.0,748147000.0,808496000.0,851786000.0
Other Stockholder Equity,-2896000.0,-609000.0,8499000.0,21363000.0,11910000.0,13847000.0,9779000.0,5521000.0
Property Plant Equipment,441230000.0,434689000.0,444340000.0,448437000.0,446094000.0,478495000.0,481127000.0,524896000.0
Total Current Assets,2527871000.0,3258349000.0,3315714000.0,3337975000.0,3238699000.0,4336959000.0,4472029000.0,4854002000.0
Long Term Investments,,,,169500000.0,,262200000.0,249800000.0,262700000.0
Net Tangible Assets,1284618000.0,1332195000.0,1290862000.0,1284788000.0,547985000.0,1190074000.0,1694877000.0,1924062000.0
Short Term Investments,1180533000.0,1577848000.0,1900935000.0,1991922000.0,1589178000.0,1415384000.0,1509463000.0,1699076000.0
Net Receivables,394053000.0,379046000.0,529872000.0,744288000.0,612757000.0,797146000.0,913539000.0,1068873000.0
Long Term Debt,903339000.0,1625743000.0,1650246000.0,1675169000.0,2245203000.0,2550829000.0,2252079000.0,2253087000.0
Accounts Payable,54068000.0,58618000.0,61978000.0,71908000.0,126132000.0,79089000.0,91769000.0,125282000.0
Other Current Liab,,,,413296000.0,,,,496449000.0
