,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,3477000000.0,4163000000.0,4227000000.0,5554000000.0,4840000000.0
Capital Surplus,1496000000.0,1559000000.0,1628000000.0,1741000000.0,1890000000.0
Total Liab,12217000000.0,15499000000.0,17360000000.0,21246000000.0,19754000000.0
Total Stockholder Equity,9966000000.0,11730000000.0,12807000000.0,13084000000.0,14877000000.0
Other Current Liab,357000000.0,370000000.0,499000000.0,710000000.0,622000000.0
Total Assets,22197000000.0,27229000000.0,30167000000.0,34330000000.0,34631000000.0
Common Stock,37000000.0,37000000.0,37000000.0,38000000.0,38000000.0
Other Current Assets,15000000.0,43000000.0,185000000.0,16000000.0,146000000.0
Retained Earnings,8986000000.0,10765000000.0,11748000000.0,12462000000.0,13480000000.0
Other Liab,2142000000.0,2206000000.0,2428000000.0,2650000000.0,2423000000.0
Good Will,7168000000.0,8563000000.0,9069000000.0,12778000000.0,12918000000.0
Treasury Stock,-553000000.0,-631000000.0,-606000000.0,-1157000000.0,-531000000.0
Other Assets,1584000000.0,2479000000.0,2862000000.0,3116000000.0,3604000000.0
Cash,2542000000.0,3616000000.0,4337000000.0,2943000000.0,2944000000.0
Total Current Liabilities,3485000000.0,4807000000.0,4400000000.0,5041000000.0,4549000000.0
Deferred Long Term Asset Charges,283000000.0,1678000000.0,1575000000.0,1530000000.0,1760000000.0
Short Long Term Debt,632000000.0,1373000000.0,859000000.0,761000000.0,7000000.0
Other Stockholder Equity,-553000000.0,-631000000.0,-606000000.0,-1157000000.0,-531000000.0
Property Plant Equipment,1975000000.0,2291000000.0,2951000000.0,3175000000.0,3252000000.0
Total Current Assets,7993000000.0,9733000000.0,11058000000.0,9707000000.0,10017000000.0
Net Tangible Assets,-679000000.0,-996000000.0,-489000000.0,-5248000000.0,-2881000000.0
Short Term Investments,251000000.0,83000000.0,88000000.0,81000000.0,75000000.0
Net Receivables,2198000000.0,2332000000.0,2893000000.0,2701000000.0,3022000000.0
Long Term Debt,6590000000.0,8486000000.0,10231000000.0,13230000000.0,12472000000.0
Inventory,2465000000.0,2955000000.0,2980000000.0,3494000000.0,3314000000.0
Accounts Payable,487000000.0,646000000.0,675000000.0,810000000.0,1129000000.0
Minority Interest,14000000.0,,,,
