,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,4000000.0,2000000.0,-3000000.0,7000000.0,-10000000.0,8000000.0,1000000.0
Change To Liabilities,-97000000.0,8000000.0,126000000.0,-37000000.0,94000000.0,77000000.0,195000000.0
Total Cashflows From Investing Activities,-117000000.0,-69000000.0,-4352000000.0,-96000000.0,-202000000.0,-247000000.0,-314000000.0
Net Borrowings,2297000000.0,-5000000.0,-807000000.0,-743000000.0,-410000000.0,14000000.0,-14000000.0
Total Cash From Financing Activities,2056000000.0,-242000000.0,-1057000000.0,-1053000000.0,-676000000.0,-348000000.0,-288000000.0
Change To Operating Activities,128000000.0,104000000.0,84000000.0,-240000000.0,23000000.0,242000000.0,22000000.0
Net Income,-83000000.0,621000000.0,568000000.0,302000000.0,592000000.0,438000000.0,662000000.0
Change In Cash,2575000000.0,544000000.0,-4140000000.0,-705000000.0,3000000.0,322000000.0,381000000.0
Repurchase Of Stock,-12000000.0,-11000000.0,-31000000.0,-53000000.0,-21000000.0,-14000000.0,-26000000.0
Effect Of Exchange Rate,16000000.0,26000000.0,32000000.0,-8000000.0,3000000.0,-16000000.0,-17000000.0
Total Cash From Operating Activities,620000000.0,829000000.0,1237000000.0,452000000.0,878000000.0,933000000.0,1000000000.0
Depreciation,193000000.0,198000000.0,223000000.0,276000000.0,241000000.0,235000000.0,238000000.0
Other Cashflows From Investing Activities,-9000000.0,-2000000.0,12000000.0,7000000.0,-9000000.0,-3000000.0,4000000.0
Dividends Paid,-216000000.0,-216000000.0,-216000000.0,-238000000.0,-237000000.0,-238000000.0,-237000000.0
Change To Inventory,-59000000.0,27000000.0,181000000.0,-73000000.0,-55000000.0,-103000000.0,42000000.0
Change To Account Receivables,467000000.0,-204000000.0,-113000000.0,65000000.0,-89000000.0,-121000000.0,-232000000.0
Other Cashflows From Financing Activities,-13000000.0,-10000000.0,-3000000.0,-19000000.0,-8000000.0,-110000000.0,-11000000.0
Change To Netincome,194000000.0,31000000.0,189000000.0,153000000.0,176000000.0,260000000.0,-22000000.0
Capital Expenditures,-109000000.0,-69000000.0,-165000000.0,-83000000.0,-106000000.0,-130000000.0,-206000000.0
Issuance Of Stock,,53000000.0,,,,,
