,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-183000000.0,168000000.0,-5000000.0,7000000.0
Change To Liabilities,21000000.0,116000000.0,63000000.0,100000000.0
Total Cashflows From Investing Activities,-1613000000.0,-2857000000.0,-1455000000.0,-4701000000.0
Net Borrowings,299000000.0,2456000000.0,1293000000.0,989000000.0
Total Cash From Financing Activities,-794000000.0,1329000000.0,3000000.0,-11000000.0
Change To Operating Activities,-690000000.0,229000000.0,-193000000.0,-69000000.0
Net Income,1020000000.0,3553000000.0,2083000000.0,1599000000.0
Change In Cash,-774000000.0,1074000000.0,721000000.0,-1394000000.0
Repurchase Of Stock,-325000000.0,-420000000.0,-443000000.0,-110000000.0
Effect Of Exchange Rate,74000000.0,-8000000.0,-18000000.0,41000000.0
Total Cash From Operating Activities,1559000000.0,2610000000.0,2191000000.0,3277000000.0
Depreciation,642000000.0,723000000.0,778000000.0,812000000.0
Other Cashflows From Investing Activities,-1000000.0,-2000000.0,1000000.0,1000000.0
Dividends Paid,-636000000.0,-703000000.0,-778000000.0,-863000000.0
Change To Inventory,-320000000.0,-385000000.0,-400000000.0,27000000.0
Change To Account Receivables,-162000000.0,-60000000.0,-563000000.0,354000000.0
Other Cashflows From Financing Activities,-132000000.0,-4000000.0,-69000000.0,-27000000.0
Change To Netincome,344000000.0,-1410000000.0,528000000.0,470000000.0
Capital Expenditures,-598000000.0,-572000000.0,-649000000.0,-487000000.0
