Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01-00-00-00,94.790001,96.07,93.58000200000001,94.260002,90.348839,47227900
2018-02-02-00-00-00,93.639999,93.970001,91.5,91.779999,87.971733,47867800
2018-02-05-00-00-00,90.559998,93.239998,88.0,88.0,84.348587,51031500
2018-02-06-00-00-00,86.889999,91.480003,85.25,91.33000200000001,87.540405,67998600
2018-02-07-00-00-00,90.489998,91.769997,89.199997,89.610001,85.891769,41107600
2018-02-08-00-00-00,89.709999,89.879997,84.760002,85.010002,81.48264300000001,55628700
2018-02-09-00-00-00,86.300003,88.93,83.83000200000001,88.18,84.521103,63499100
2018-02-12-00-00-00,88.739998,89.779999,87.93,89.129997,85.431679,35720300
2018-02-13-00-00-00,88.93,90.0,87.800003,89.83000200000001,86.102661,26407700
2018-02-14-00-00-00,88.510002,90.989998,88.410004,90.809998,87.450859,34960900
2018-02-15-00-00-00,91.209999,92.720001,90.620003,92.660004,89.23243000000001,27823900
2018-02-16-00-00-00,92.449997,93.5,91.800003,92.0,88.596848,30596900
2018-02-20-00-00-00,91.480003,93.059998,91.010002,92.720001,89.290207,30911700
2018-02-21-00-00-00,92.980003,93.360001,91.489998,91.489998,88.105705,26922500
2018-02-22-00-00-00,92.050003,92.730003,91.360001,91.730003,88.336838,24392800
2018-02-23-00-00-00,93.599998,94.07,92.360001,94.059998,90.58064300000001,26329200
2018-02-26-00-00-00,94.400002,95.449997,94.25,95.41999799999999,91.89031999999999,30199800
2018-02-27-00-00-00,95.739998,95.839996,94.199997,94.199997,90.715469,25869100
2018-02-28-00-00-00,94.839996,95.709999,93.629997,93.769997,90.301384,31167300
