,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,194951000.0,184478000.0,234724000.0,227436000.0
Capital Surplus,3734787000.0,3781228000.0,3664820000.0,3664568000.0
Total Liab,3320503000.0,3406776000.0,3512834000.0,3496557000.0
Total Stockholder Equity,3904295000.0,4107617000.0,4251296000.0,4321363000.0
Deferred Long Term Liab,19816000.0,24642000.0,23200000.0,27513000.0
Other Current Liab,101340000.0,96167000.0,155167000.0,129119000.0
Total Assets,7224798000.0,7514393000.0,7764130000.0,7817920000.0
Common Stock,1638000.0,1641000.0,1627000.0,1638000.0
Other Current Assets,43220000.0,41017000.0,105659000.0,45273000.0
Retained Earnings,333057000.0,491680000.0,605050000.0,760745000.0
Other Liab,116466000.0,117286000.0,132553000.0,124053000.0
Good Will,1595304000.0,1598919000.0,1674371000.0,1682093000.0
Treasury Stock,-165187000.0,-166932000.0,-20201000.0,-105588000.0
Other Assets,204852000.0,249148000.0,232885000.0,244079000.0
Cash,572288000.0,742521000.0,352917000.0,456799000.0
Total Current Liabilities,657422000.0,717124000.0,758170000.0,715131000.0
Deferred Long Term Asset Charges,61310000.0,97801000.0,106918000.0,103433000.0
Other Stockholder Equity,-57307000.0,-45854000.0,-20201000.0,-47347000.0
Property Plant Equipment,2017857000.0,2128569000.0,2272217000.0,2337337000.0
Total Current Assets,2192999000.0,2243221000.0,1929531000.0,2161402000.0
Long Term Investments,1018835000.0,1110058000.0,1420402000.0,1165573000.0
Net Tangible Assets,2114040000.0,2324220000.0,2342201000.0,2411834000.0
Short Term Investments,800321000.0,701515000.0,745156000.0,831260000.0
Net Receivables,644659000.0,630406000.0,660052000.0,666536000.0
Long Term Debt,1872937000.0,1889743000.0,1906707000.0,1923829000.0
Accounts Payable,153958000.0,114850000.0,118546000.0,119462000.0
