,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,326272000.0,-98647000.0,-940927000.0,-154848000.0,501478000.0
Change To Liabilities,36170000.0,41319000.0,-4778000.0,37893000.0,28658000.0
Total Cashflows From Investing Activities,-459165000.0,-506533000.0,-1667934000.0,-1042974000.0,-646899000.0
Total Cash From Financing Activities,-365005000.0,233608000.0,-35677000.0,-223641000.0,-562003000.0
Change To Operating Activities,1852000.0,19432000.0,-33614000.0,-17395000.0,-45086000.0
Issuance Of Stock,55680000.0,62608000.0,57112000.0,59775000.0,59632000.0
Net Income,222766000.0,298373000.0,478035000.0,557054000.0,651642000.0
Change In Cash,-10197000.0,722558000.0,-642841000.0,-40680000.0,184285000.0
Repurchase Of Stock,-419589000.0,-814305000.0,-409785000.0,-283416000.0,-621367000.0
Effect Of Exchange Rate,12990000.0,-12844000.0,2466000.0,10935000.0,-11376000.0
Total Cash From Operating Activities,800983000.0,1008327000.0,1058304000.0,1215000000.0,1404563000.0
Depreciation,267220000.0,287656000.0,271886000.0,319963000.0,386466000.0
Other Cashflows From Investing Activities,-1586000.0,-2066000.0,399000.0,8121000.0,-4322000.0
Change To Account Receivables,-50054000.0,-30445000.0,-64471000.0,-90381000.0,-24096000.0
Change To Netincome,199097000.0,203170000.0,196601000.0,186617000.0,176788000.0
Capital Expenditures,-254146000.0,-217609000.0,-359667000.0,-550689000.0,-328969000.0
Net Borrowings,1132185000.0,1132185000.0,445629000.0,,
Other Cashflows From Financing Activities,-1096000.0,-146880000.0,-128633000.0,,-268000.0
