,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,243100000.0,-183400000.0,-3400000.0,-411100000.0,-254700000.0,-175400000.0
Change To Liabilities,120600000.0,73200000.0,239700000.0,112700000.0,152100000.0,128600000.0
Total Cashflows From Investing Activities,212200000.0,-224600000.0,-65000000.0,-473500000.0,-278200000.0,-307500000.0
Net Borrowings,-4100000.0,-4100000.0,989400000.0,989400000.0,-2200000.0,-2200000.0
Total Cash From Financing Activities,-168900000.0,-30300000.0,-52000000.0,956000000.0,-120900000.0,-118700000.0
Change To Operating Activities,-37300000.0,-19600000.0,-9700000.0,-79900000.0,-34300000.0,-18100000.0
Issuance Of Stock,8300000.0,2500000.0,3900000.0,9900000.0,5900000.0,4900000.0
Net Income,114400000.0,123400000.0,146700000.0,107200000.0,137500000.0,163100000.0
Change In Cash,290300000.0,-34100000.0,179500000.0,798400000.0,19100000.0,-27200000.0
Repurchase Of Stock,-177200000.0,-27600000.0,-55800000.0,-41400000.0,-126200000.0,-121300000.0
Effect Of Exchange Rate,,,200000.0,200000.0,200000.0,200000.0
Total Cash From Operating Activities,247000000.0,220800000.0,296500000.0,315900000.0,418200000.0,398800000.0
Depreciation,17800000.0,16700000.0,16700000.0,17300000.0,18900000.0,22900000.0
Change To Inventory,-24600000.0,-13100000.0,-11200000.0,-14700000.0,-5400000.0,600000.0
Change To Account Receivables,-25100000.0,-47600000.0,-173300000.0,82500000.0,53100000.0,-5000000.0
Other Cashflows From Financing Activities,-1100000.0,-1100000.0,-100000.0,-1900000.0,-600000.0,-100000.0
Change To Netincome,50300000.0,50200000.0,50000000.0,51100000.0,54200000.0,61600000.0
Capital Expenditures,-30900000.0,-35100000.0,-32300000.0,-52100000.0,-23500000.0,-69000000.0
Other Cashflows From Investing Activities,1700000.0,1700000.0,1700000.0,,,
