,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,2432000000.0,2278000000.0,2113000000.0,2019000000.0,2818000000.0
Capital Surplus,1972000000.0,1939000000.0,2019000000.0,2105000000.0,2225000000.0
Total Liab,53198000000.0,50540000000.0,52474000000.0,55446000000.0,49498000000.0
Total Stockholder Equity,-12086000000.0,-12459000000.0,-11577000000.0,-12567000000.0,-10106000000.0
Minority Interest,1856000000.0,1720000000.0,1978000000.0,1936000000.0,1898000000.0
Other Current Liab,2786000000.0,2519000000.0,2860000000.0,3556000000.0,3205000000.0
Total Assets,42968000000.0,39801000000.0,42875000000.0,44815000000.0,41290000000.0
Other Current Assets,603000000.0,481000000.0,701000000.0,860000000.0,561000000.0
Retained Earnings,29859000000.0,31014000000.0,30987000000.0,31638000000.0,33082000000.0
Other Liab,5902000000.0,6374000000.0,6416000000.0,7146000000.0,5116000000.0
Good Will,7666000000.0,7189000000.0,5858000000.0,5964000000.0,6680000000.0
Treasury Stock,-43917000000.0,-45412000000.0,-44583000000.0,-46310000000.0,-45413000000.0
Other Assets,2931000000.0,2422000000.0,2358000000.0,3480000000.0,2918000000.0
Cash,8447000000.0,6593000000.0,6861000000.0,7280000000.0,4496000000.0
Total Current Liabilities,15962000000.0,17191000000.0,18833000000.0,19615000000.0,19255000000.0
Deferred Long Term Asset Charges,1007000000.0,977000000.0,1153000000.0,1410000000.0,895000000.0
Short Long Term Debt,2506000000.0,4054000000.0,4051000000.0,3124000000.0,2750000000.0
Other Stockholder Equity,-8535000000.0,-10111000000.0,-9363000000.0,-11181000000.0,-9577000000.0
Property Plant Equipment,7271000000.0,7201000000.0,7397000000.0,7062000000.0,6694000000.0
Total Current Assets,21594000000.0,19442000000.0,20514000000.0,21492000000.0,17717000000.0
Long Term Investments,1074000000.0,1269000000.0,4635000000.0,4798000000.0,4463000000.0
Net Tangible Assets,-22184000000.0,-21926000000.0,-19548000000.0,-20550000000.0,-19604000000.0
Net Receivables,3738000000.0,3564000000.0,3717000000.0,3761000000.0,3940000000.0
Long Term Debt,31306000000.0,26942000000.0,26600000000.0,28131000000.0,24760000000.0
Inventory,8806000000.0,8804000000.0,9235000000.0,9591000000.0,8720000000.0
Accounts Payable,2242000000.0,2068000000.0,2299000000.0,2780000000.0,3331000000.0
Common Stock,,-12459000000.0,,,
