,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,1948000000.0,1926000000.0,2019000000.0,1952000000.0,1958000000.0,2893000000.0,2818000000.0
Capital Surplus,2044000000.0,2071000000.0,2105000000.0,2080000000.0,2143000000.0,2181000000.0,2225000000.0
Total Liab,49282000000.0,49374000000.0,55446000000.0,49378000000.0,49886000000.0,50221000000.0,49498000000.0
Total Stockholder Equity,-11997000000.0,-12092000000.0,-12567000000.0,-11548000000.0,-11113000000.0,-10551000000.0,-10106000000.0
Minority Interest,1877000000.0,1847000000.0,1936000000.0,1974000000.0,1913000000.0,1919000000.0,1898000000.0
Other Current Liab,2911000000.0,3064000000.0,3556000000.0,3158000000.0,2907000000.0,3152000000.0,3205000000.0
Total Assets,39162000000.0,39129000000.0,44815000000.0,39804000000.0,40686000000.0,41589000000.0,41290000000.0
Other Current Assets,664000000.0,760000000.0,860000000.0,902000000.0,693000000.0,1000000000.0,561000000.0
Retained Earnings,31103000000.0,31537000000.0,31638000000.0,32178000000.0,32465000000.0,32935000000.0,33082000000.0
Other Liab,6447000000.0,6503000000.0,7146000000.0,6887000000.0,6588000000.0,6576000000.0,5116000000.0
Good Will,5653000000.0,5647000000.0,5964000000.0,5768000000.0,5842000000.0,6814000000.0,6680000000.0
Treasury Stock,-45144000000.0,-45700000000.0,-46310000000.0,-45806000000.0,-45721000000.0,-45667000000.0,-45413000000.0
Other Assets,3085000000.0,3390000000.0,3480000000.0,3585000000.0,3535000000.0,3351000000.0,2918000000.0
Cash,4200000000.0,4821000000.0,7280000000.0,3902000000.0,4915000000.0,4491000000.0,4496000000.0
Total Current Liabilities,15792000000.0,15525000000.0,19615000000.0,15215000000.0,15884000000.0,17877000000.0,19255000000.0
Deferred Long Term Asset Charges,1159000000.0,1225000000.0,1410000000.0,1070000000.0,1112000000.0,1083000000.0,895000000.0
Short Long Term Debt,2304000000.0,1992000000.0,3124000000.0,1930000000.0,1608000000.0,3114000000.0,2750000000.0
Other Stockholder Equity,-10009000000.0,-10567000000.0,-11181000000.0,-10746000000.0,-10665000000.0,-10520000000.0,-9577000000.0
Property Plant Equipment,6184000000.0,6134000000.0,7062000000.0,5952000000.0,5975000000.0,6061000000.0,6694000000.0
Total Current Assets,17776000000.0,17453000000.0,21492000000.0,17910000000.0,18743000000.0,17846000000.0,17717000000.0
Long Term Investments,4516000000.0,4579000000.0,4798000000.0,4637000000.0,4633000000.0,4624000000.0,4463000000.0
Net Tangible Assets,-19598000000.0,-19665000000.0,-20550000000.0,-19268000000.0,-18913000000.0,-20258000000.0,-19604000000.0
Net Receivables,3944000000.0,3712000000.0,3761000000.0,4087000000.0,4445000000.0,4182000000.0,3940000000.0
Long Term Debt,26996000000.0,27301000000.0,28131000000.0,27243000000.0,27358000000.0,25687000000.0,24760000000.0
Inventory,8968000000.0,8160000000.0,9591000000.0,9019000000.0,8690000000.0,8173000000.0,8720000000.0
Accounts Payable,1991000000.0,2155000000.0,2780000000.0,2537000000.0,2630000000.0,2810000000.0,3331000000.0
