,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-1000000.0,-44000000.0,-44000000.0,-26000000.0,-26000000.0,-26000000.0
Change To Liabilities,-99000000.0,142000000.0,428000000.0,-67000000.0,51000000.0,181000000.0
Total Cashflows From Investing Activities,-648000000.0,-434000000.0,-586000000.0,55000000.0,-183000000.0,-1890000000.0
Net Borrowings,1078000000.0,-487000000.0,1572000000.0,-1681000000.0,-406000000.0,90000000.0
Total Cash From Financing Activities,-954000000.0,-2528000000.0,-465000000.0,-3649000000.0,-2474000000.0,-2053000000.0
Change To Operating Activities,-118000000.0,-246000000.0,1147000000.0,-2108000000.0,1168000000.0,-80000000.0
Net Income,1947000000.0,2307000000.0,1976000000.0,2418000000.0,2172000000.0,2426000000.0
Change In Cash,457000000.0,620000000.0,2458000000.0,-3379000000.0,1014000000.0,-120000000.0
Repurchase Of Stock,,,-94000000.0,-94000000.0,-94000000.0,-94000000.0
Effect Of Exchange Rate,134000000.0,-32000000.0,347000000.0,-220000000.0,41000000.0,-47000000.0
Total Cash From Operating Activities,1925000000.0,3614000000.0,3162000000.0,435000000.0,3630000000.0,3870000000.0
Depreciation,229000000.0,239000000.0,272000000.0,245000000.0,239000000.0,235000000.0
Other Cashflows From Investing Activities,-507000000.0,-282000000.0,-402000000.0,234000000.0,-28000000.0,130000000.0
Dividends Paid,-1830000000.0,-1827000000.0,-1879000000.0,-1879000000.0,-1873000000.0,-1876000000.0
Change To Inventory,555000000.0,843000000.0,-988000000.0,305000000.0,462000000.0,468000000.0
Change To Account Receivables,-454000000.0,197000000.0,167000000.0,-427000000.0,-200000000.0,273000000.0
Other Cashflows From Financing Activities,-202000000.0,-214000000.0,-158000000.0,-89000000.0,-195000000.0,-173000000.0
Change To Netincome,44000000.0,80000000.0,239000000.0,160000000.0,106000000.0,172000000.0
Capital Expenditures,-140000000.0,-152000000.0,-140000000.0,-179000000.0,-128000000.0,-152000000.0
