,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-53000000.0,-53000000.0,-56000000.0,-977000000.0,-6000000.0,-23000000.0,-15000000.0,-15000000.0
Change To Liabilities,0.0,5000000.0,221000000.0,21000000.0,-63000000.0,13000000.0,185000000.0,52000000.0
Total Cashflows From Investing Activities,-1526000000.0,-1526000000.0,1944000000.0,-2308000000.0,-1460000000.0,-2839000000.0,360000000.0,-1574000000.0
Net Borrowings,2928000000.0,2928000000.0,-1366000000.0,1685000000.0,1001000000.0,2036000000.0,-878000000.0,1195000000.0
Total Cash From Financing Activities,-332000000.0,-332000000.0,-2672000000.0,1171000000.0,414000000.0,1507000000.0,-721000000.0,635000000.0
Change To Operating Activities,256000000.0,256000000.0,-184000000.0,-832000000.0,-411000000.0,-28000000.0,-802000000.0,-759000000.0
Issuance Of Stock,11000000.0,11000000.0,48000000.0,48000000.0,49000000.0,47000000.0,48000000.0,45000000.0
Net Income,0.0,356000000.0,682000000.0,1008000000.0,285000000.0,654000000.0,1341000000.0,711000000.0
Change In Cash,-184000000.0,-184000000.0,-311000000.0,315000000.0,-258000000.0,-37000000.0,141000000.0,186000000.0
Total Cash From Operating Activities,1674000000.0,1674000000.0,417000000.0,1452000000.0,788000000.0,1295000000.0,502000000.0,1125000000.0
Depreciation,681000000.0,681000000.0,658000000.0,685000000.0,673000000.0,700000000.0,710000000.0,773000000.0
Other Cashflows From Investing Activities,8000000.0,8000000.0,3605000000.0,20000000.0,-105000000.0,-1287000000.0,1553000000.0,-46000000.0
Dividends Paid,-785000000.0,-785000000.0,-511000000.0,-508000000.0,-508000000.0,-510000000.0,-510000000.0,-541000000.0
Change To Inventory,22000000.0,22000000.0,10000000.0,73000000.0,-63000000.0,-55000000.0,-29000000.0,80000000.0
Change To Account Receivables,-105000000.0,-105000000.0,-529000000.0,334000000.0,3000000.0,-130000000.0,-390000000.0,28000000.0
Other Cashflows From Financing Activities,-101000000.0,-101000000.0,-100000000.0,-54000000.0,-128000000.0,-66000000.0,-123000000.0,-64000000.0
Change To Netincome,459000000.0,459000000.0,-441000000.0,163000000.0,364000000.0,141000000.0,-513000000.0,240000000.0
Capital Expenditures,-1552000000.0,-1552000000.0,-1677000000.0,-1351000000.0,-1349000000.0,-1529000000.0,-1832000000.0,-1659000000.0
Repurchase Of Stock,-2385000000.0,-2385000000.0,-695000000.0,,,,,
