,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-238400000.0,-548700000.0,-548700000.0,6300000.0
Change To Liabilities,69400000.0,-1000000.0,0.0,45400000.0
Total Cashflows From Investing Activities,-251200000.0,-521800000.0,-521800000.0,263000000.0
Net Borrowings,24500000.0,753000000.0,753000000.0,135400000.0
Total Cash From Financing Activities,-6200000.0,666100000.0,666100000.0,160500000.0
Change To Operating Activities,98000000.0,-102000000.0,-102000000.0,366400000.0
Issuance Of Stock,11000000.0,11000000.0,11000000.0,11000000.0
Net Income,381800000.0,345300000.0,78900000.0,290400000.0
Change In Cash,-54800000.0,462000000.0,462000000.0,940100000.0
Repurchase Of Stock,-45300000.0,-45100000.0,-45100000.0,-900000.0
Effect Of Exchange Rate,-12800000.0,27700000.0,27700000.0,11000000.0
Total Cash From Operating Activities,215400000.0,290000000.0,290000000.0,505600000.0
Depreciation,80900000.0,80000000.0,80000000.0,9300000.0
Other Cashflows From Investing Activities,7800000.0,2800000.0,2800000.0,2800000.0
Dividends Paid,-142000000.0,-134800000.0,-134800000.0,-133900000.0
Change To Account Receivables,-100500000.0,-15000000.0,-15000000.0,-15400000.0
Other Cashflows From Financing Activities,145600000.0,93000000.0,93000000.0,159900000.0
Change To Netincome,-159400000.0,-171600000.0,-171600000.0,-275300000.0
Capital Expenditures,-7200000.0,-13600000.0,-13600000.0,-11800000.0
