,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,1508177000.0,1610457000.0,1710655000.0,1820146000.0,1969793000.0,2156008000.0,5275304000.0,5187280000.0,5154994000.0
Total Liab,8728628000.0,9285582000.0,9722555000.0,9412557000.0,10111262000.0,10341981000.0,18008102000.0,18483292000.0,18549039000.0
Total Stockholder Equity,10344449000.0,10470527000.0,10985483000.0,11534872000.0,11839532000.0,13335093000.0,25052574000.0,25502179000.0,26326612000.0
Minority Interest,29470000.0,29261000.0,32247000.0,32141000.0,34147000.0,34020000.0,76826000.0,76546000.0,76267000.0
Deferred Long Term Liab,9418000.0,8562000.0,7705000.0,6849000.0,5993000.0,5137000.0,4352000.0,3661000.0,19663000.0
Other Current Liab,87725000.0,89896000.0,103558000.0,108935000.0,122727000.0,140329000.0,196435000.0,191619000.0,194677000.0
Total Assets,19102547000.0,19785370000.0,20740285000.0,20979570000.0,21984941000.0,23711094000.0,43137502000.0,44062017000.0,44951918000.0
Common Stock,13704121000.0,14050494000.0,14700050000.0,15371016000.0,15827231000.0,17449122000.0,29578212000.0,30236374000.0,31303383000.0
Other Current Assets,168094000.0,85223000.0,58002000.0,67469000.0,125739000.0,120498000.0,158482000.0,282065000.0,314014000.0
Other Liab,445473000.0,436789000.0,457246000.0,472946000.0,487323000.0,520007000.0,1561683000.0,1615424000.0,1601147000.0
Good Will,14383000.0,14282000.0,14180000.0,14114000.0,14017000.0,13947000.0,3676705000.0,3711981000.0,3731478000.0
Treasury Stock,-3359672000.0,-3579967000.0,-3714567000.0,-3836144000.0,-3987699000.0,-4114029000.0,-4525638000.0,-4734195000.0,-4976771000.0
Other Assets,13893000.0,10361000.0,9456000.0,9108000.0,12392000.0,18260000.0,22944000.0,18872000.0,39902000.0
Cash,35345000.0,724750000.0,824476000.0,183984000.0,231164000.0,516983000.0,258579000.0,151624000.0,172849000.0
Total Current Liabilities,278080000.0,233114000.0,313171000.0,922799000.0,927109000.0,706960000.0,1639830000.0,1601895000.0,1484140000.0
Short Long Term Debt,69500000.0,10500000.0,44200000.0,26100000.0,,900000.0,271100000.0,227500000.0,45500000.0
Other Stockholder Equity,-3359672000.0,-3579967000.0,-3714567000.0,-3836144000.0,-3987699000.0,-4114029000.0,-4525638000.0,-4734195000.0,-4976771000.0
Property Plant Equipment,16725647000.0,16979189000.0,17705384000.0,18410404000.0,19120244000.0,20324587000.0,32819892000.0,33629564000.0,34371926000.0
Total Current Assets,540447000.0,1171081000.0,1300610000.0,725798000.0,868495000.0,1198292000.0,1201690000.0,1373129000.0,1540056000.0
Long Term Investments,300000000.0,,,,,,140967000.0,141191000.0,113562000.0
Net Tangible Assets,8821889000.0,8845788000.0,9260648000.0,9700612000.0,9855722000.0,11165138000.0,16100565000.0,16602918000.0,17440140000.0
Net Receivables,337008000.0,361108000.0,418132000.0,474345000.0,511592000.0,560811000.0,784629000.0,939440000.0,1052793000.0
Long Term Debt,7879257000.0,8492353000.0,8846623000.0,7898526000.0,8579594000.0,8893678000.0,14340754000.0,14784723000.0,14977894000.0
Accounts Payable,21200000.0,27577000.0,34360000.0,27702000.0,38808000.0,53985000.0,44080000.0,41418000.0,65613000.0
