,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Net Income,107824000.0,22904000.0,117931000.0,95940000.0,124479000.0,134996000.0,4041000.0
Change To Liabilities,17070000.0,10799000.0,25802000.0,-32019000.0,46162000.0,25105000.0,0.0
Total Cashflows From Investing Activities,-451722000.0,-308693000.0,-920553000.0,-993726000.0,-1031850000.0,-1577376000.0,
Net Borrowings,344742000.0,520424000.0,334820000.0,-289905000.0,603105000.0,138699000.0,
Total Cash From Financing Activities,194701000.0,618785000.0,723317000.0,69876000.0,791904000.0,1470236000.0,
Issuance Of Stock,96525000.0,350188000.0,654968000.0,672244000.0,452332000.0,1618462000.0,
Change In Cash,-6839000.0,608693000.0,111668000.0,-657349000.0,73655000.0,279113000.0,
Effect Of Exchange Rate,754000.0,3440000.0,3166000.0,48000.0,-1080000.0,-2679000.0,
Total Cash From Operating Activities,249428000.0,295161000.0,305738000.0,266453000.0,314681000.0,388932000.0,
Depreciation,176228000.0,173384000.0,177581000.0,190385000.0,195089000.0,213132000.0,
Other Cashflows From Investing Activities,849000.0,2766000.0,-2874000.0,-11153000.0,-11153000.0,5721000.0,
Dividends Paid,-240470000.0,-242241000.0,-247632000.0,-260697000.0,-263359000.0,-273791000.0,
Change To Account Receivables,-64096000.0,1344000.0,-19493000.0,-21367000.0,-46603000.0,21300000.0,
Other Cashflows From Financing Activities,-6096000.0,-9586000.0,-18839000.0,-51766000.0,-174000.0,-13134000.0,
Change To Netincome,10067000.0,84758000.0,-198000.0,30860000.0,-7144000.0,-8861000.0,
Investments,-300000000.0,300000000.0,,,,,
