,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,333500000.0,332400000.0,331400000.0,330300000.0,327000000.0,325300000.0,323600000.0
Capital Surplus,1323900000.0,1381600000.0,1438100000.0,1496800000.0,1578700000.0,1643100000.0,1700400000.0
Total Liab,2585000000.0,2590500000.0,2662800000.0,2555300000.0,2528800000.0,2619000000.0,2666700000.0
Total Stockholder Equity,3839100000.0,4210300000.0,4574300000.0,4658400000.0,5133300000.0,5541300000.0,5835900000.0
Other Current Liab,238600000.0,143900000.0,154200000.0,137900000.0,149300000.0,149800000.0,158900000.0
Total Assets,6424100000.0,6800800000.0,7237100000.0,7213700000.0,7662100000.0,8160300000.0,8502600000.0
Common Stock,633500000.0,635000000.0,636400000.0,637500000.0,640100000.0,641200000.0,642000000.0
Other Current Assets,166200000.0,171500000.0,208200000.0,229100000.0,233300000.0,241900000.0,237100000.0
Retained Earnings,3930300000.0,4255500000.0,4565000000.0,4903200000.0,5392700000.0,5732800000.0,6068100000.0
Other Liab,1051100000.0,1078300000.0,1101200000.0,1094000000.0,983500000.0,992600000.0,969600000.0
Good Will,1167700000.0,1170000000.0,1173200000.0,1170800000.0,1171800000.0,1170400000.0,1167900000.0
Treasury Stock,-2048600000.0,-2061800000.0,-2065200000.0,-2379100000.0,-2478200000.0,-2475800000.0,-2574600000.0
Other Assets,357900000.0,353200000.0,350500000.0,334800000.0,295800000.0,317700000.0,357500000.0
Cash,903500000.0,1024000000.0,1183200000.0,1174200000.0,1312800000.0,1506900000.0,862800000.0
Total Current Liabilities,873200000.0,846300000.0,893900000.0,799000000.0,886200000.0,966500000.0,1032300000.0
Deferred Long Term Asset Charges,204100000.0,215200000.0,230900000.0,209300000.0,190500000.0,184000000.0,246700000.0
Other Stockholder Equity,-146100000.0,-157900000.0,-161100000.0,-172400000.0,-159600000.0,-155400000.0,-157700000.0
Property Plant Equipment,1280300000.0,1365800000.0,1489400000.0,1506400000.0,1530400000.0,1549400000.0,1638700000.0
Total Current Assets,2690300000.0,2980400000.0,3091000000.0,3069200000.0,3322900000.0,3515500000.0,3180700000.0
Long Term Investments,594400000.0,599000000.0,801600000.0,802200000.0,1014200000.0,1282000000.0,1834200000.0
Net Tangible Assets,2337900000.0,2707900000.0,3069700000.0,3157300000.0,3634500000.0,4045600000.0,4344400000.0
Short Term Investments,260300000.0,271300000.0,219400000.0,156400000.0,248400000.0,287800000.0,604000000.0
Net Receivables,567900000.0,671700000.0,602800000.0,664300000.0,700300000.0,664200000.0,664900000.0
Long Term Debt,594700000.0,594900000.0,595000000.0,595200000.0,595400000.0,595500000.0,595700000.0
Inventory,735100000.0,773300000.0,802300000.0,767900000.0,759500000.0,737800000.0,726700000.0
Accounts Payable,153400000.0,162500000.0,196500000.0,150400000.0,144600000.0,139500000.0,204500000.0
