,2018-02-03,2019-02-02,2020-02-01,2021-01-30
Change To Liabilities,41322000.0,110483000.0,114153000.0,938837000.0
Total Cashflows From Investing Activities,-354755000.0,-410409000.0,-554966000.0,-405433000.0
Net Borrowings,-85000000.0,-85000000.0,2190106000.0,2190106000.0
Total Cash From Financing Activities,-1149491000.0,-1531461000.0,-1683249000.0,1701859000.0
Change To Operating Activities,48503000.0,16019000.0,35262000.0,180597000.0
Issuance Of Stock,18468000.0,20112000.0,22209000.0,23534000.0
Net Income,1362753000.0,1587457000.0,1660928000.0,85382000.0
Change In Cash,177092000.0,124807000.0,-66669000.0,3542359000.0
Repurchase Of Stock,-920433000.0,-1129384000.0,-1335665000.0,-177689000.0
Total Cash From Operating Activities,1681338000.0,2066677000.0,2171546000.0,2245933000.0
Depreciation,313163000.0,330357000.0,350892000.0,364245000.0
Dividends Paid,-247526000.0,-337189000.0,-369793000.0,-101404000.0
Change To Inventory,-128849000.0,-108707000.0,-81897000.0,323357000.0
Other Cashflows From Financing Activities,-232688000.0,-232688000.0,-232688000.0,-232688000.0
Change To Netincome,46186000.0,127362000.0,127447000.0,313709000.0
Capital Expenditures,-371423000.0,-413898000.0,-555483000.0,-405433000.0
Investments,687000.0,3489000.0,517000.0,
