,2020-08-02,2020-11-01,2021-01-31,2021-05-02,2021-08-01,2021-10-31,2022-01-30,2022-05-01,2022-07-31
Capital Surplus,11228000000.0,11312000000.0,11540000000.0,11555000000.0,11797000000.0,11889000000.0,12132000000.0,12079000000.0,12309000000.0
Total Liab,63763000000.0,65384000000.0,67282000000.0,70819000000.0,68700000000.0,71996000000.0,73572000000.0,78276000000.0,75588000000.0
Total Stockholder Equity,-414000000.0,1535000000.0,3299000000.0,1748000000.0,2069000000.0,1035000000.0,-1696000000.0,-1709000000.0,237000000.0
Other Current Liab,2511000000.0,2664000000.0,3119000000.0,3415000000.0,3498000000.0,3499000000.0,3754000000.0,3675000000.0,3539000000.0
Total Assets,63349000000.0,66919000000.0,70581000000.0,72567000000.0,70769000000.0,73031000000.0,71876000000.0,76567000000.0,75825000000.0
Common Stock,89000000.0,89000000.0,89000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0
Other Current Assets,1162000000.0,1032000000.0,963000000.0,1222000000.0,1465000000.0,1284000000.0,1218000000.0,1790000000.0,1869000000.0
Retained Earnings,55074000000.0,56892000000.0,58134000000.0,60504000000.0,63560000000.0,65951000000.0,67580000000.0,69849000000.0,73074000000.0
Other Liab,2299000000.0,2278000000.0,2938000000.0,3085000000.0,2928000000.0,3091000000.0,2922000000.0,2736000000.0,2524000000.0
Good Will,2233000000.0,2236000000.0,7126000000.0,7137000000.0,7454000000.0,7445000000.0,7449000000.0,7450000000.0,7451000000.0
Treasury Stock,-66805000000.0,-66758000000.0,-66464000000.0,-70401000000.0,-73378000000.0,-76895000000.0,-81498000000.0,-83727000000.0,-85236000000.0
Other Assets,932000000.0,897000000.0,527000000.0,4221000000.0,4343000000.0,4282000000.0,644000000.0,4096000000.0,4041000000.0
Cash,14139000000.0,14652000000.0,7895000000.0,6648000000.0,4566000000.0,5067000000.0,2343000000.0,2844000000.0,1259000000.0
Total Current Liabilities,24199000000.0,25395000000.0,23166000000.0,27758000000.0,26666000000.0,26903000000.0,28693000000.0,30387000000.0,27834000000.0
Short Long Term Debt,2348000000.0,2348000000.0,1350000000.0,999000000.0,2248000000.0,2248000000.0,2249000000.0,2249000000.0,999000000.0
Other Stockholder Equity,-1012000000.0,-965000000.0,-671000000.0,-608000000.0,-585000000.0,-602000000.0,-704000000.0,-683000000.0,-672000000.0
Property Plant Equipment,28823000000.0,29281000000.0,30667000000.0,30537000000.0,30710000000.0,30838000000.0,31167000000.0,31146000000.0,31379000000.0
Total Current Assets,31361000000.0,34505000000.0,28477000000.0,30672000000.0,28262000000.0,30466000000.0,29055000000.0,33867000000.0,32941000000.0
Long Term Investments,,,172000000.0,,,,58000000.0,8000000.0,13000000.0
Net Tangible Assets,-2647000000.0,-701000000.0,-7439000000.0,-5389000000.0,-5385000000.0,-6410000000.0,-12648000000.0,-9159000000.0,-7214000000.0
Net Receivables,2562000000.0,2666000000.0,2992000000.0,3624000000.0,3322000000.0,3533000000.0,3426000000.0,3936000000.0,3725000000.0
Long Term Debt,30314000000.0,30241000000.0,33122000000.0,31944000000.0,30841000000.0,33679000000.0,33566000000.0,36706000000.0,36717000000.0
Inventory,13498000000.0,16155000000.0,16627000000.0,19178000000.0,18909000000.0,20582000000.0,22068000000.0,25297000000.0,26088000000.0
Accounts Payable,11691000000.0,12899000000.0,11606000000.0,14494000000.0,12817000000.0,13375000000.0,13462000000.0,15367000000.0,14348000000.0
Intangible Assets,,,3612000000.0,,,,3503000000.0,,
Deferred Long Term Asset Charges,,,305000000.0,,,,344000000.0,,
