,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,-26000000.0,-125000000.0,-320000000.0,-280000000.0,559000000.0,-139000000.0,115000000.0
Change To Liabilities,0.0,0.0,76000000.0,0.0,0.0,0.0,832000000.0
Total Cashflows From Investing Activities,-200000000.0,-191000000.0,-312000000.0,-2201000000.0,-2282000000.0,2795000000.0,-76000000.0
Net Borrowings,-200000000.0,-139000000.0,-243000000.0,2258000000.0,1911000000.0,-2952000000.0,-412000000.0
Total Cash From Financing Activities,-504000000.0,-585000000.0,-639000000.0,1875000000.0,1578000000.0,-3287000000.0,-701000000.0
Change To Operating Activities,341000000.0,262000000.0,-293000000.0,-108000000.0,-61000000.0,-130000000.0,375000000.0
Issuance Of Stock,3000000.0,14000000.0,40000000.0,21000000.0,10000000.0,17000000.0,15000000.0
Net Income,51000000.0,446000000.0,475000000.0,458000000.0,506000000.0,629000000.0,551000000.0
Change In Cash,53000000.0,137000000.0,9000000.0,-84000000.0,-75000000.0,-8000000.0,26000000.0
Repurchase Of Stock,-5000000.0,-166000000.0,-145000000.0,-96000000.0,-24000000.0,-48000000.0,-1000000.0
Effect Of Exchange Rate,1000000.0,-8000000.0,15000000.0,-11000000.0,-2000000.0,8000000.0,8000000.0
Total Cash From Operating Activities,757000000.0,921000000.0,943000000.0,260000000.0,637000000.0,471000000.0,795000000.0
Depreciation,198000000.0,206000000.0,208000000.0,208000000.0,229000000.0,247000000.0,238000000.0
Other Cashflows From Investing Activities,-90000000.0,28000000.0,106000000.0,-102000000.0,112000000.0,-36000000.0,-47000000.0
Dividends Paid,-301000000.0,-292000000.0,-291000000.0,-300000000.0,-313000000.0,-303000000.0,-303000000.0
Change To Inventory,371000000.0,371000000.0,371000000.0,-629000000.0,-629000000.0,-629000000.0,-629000000.0
Change To Account Receivables,219000000.0,219000000.0,219000000.0,-271000000.0,-271000000.0,-271000000.0,-271000000.0
Change To Netincome,167000000.0,7000000.0,-18000000.0,-298000000.0,-37000000.0,-275000000.0,16000000.0
Capital Expenditures,-90000000.0,-89000000.0,-98000000.0,-119000000.0,-153000000.0,-140000000.0,-163000000.0
Other Cashflows From Financing Activities,-1000000.0,-2000000.0,-8000000.0,-8000000.0,-6000000.0,-1000000.0,
