,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,568000000.0,965000000.0,869000000.0,751000000.0,695000000.0
Capital Surplus,10206000000.0,7041000000.0,5954000000.0,5986000000.0,6044000000.0
Total Liab,17256000000.0,17882000000.0,22256000000.0,27299000000.0,24754000000.0
Total Stockholder Equity,8949000000.0,10257000000.0,8044000000.0,7971000000.0,11858000000.0
Minority Interest,1000000.0,139000000.0,135000000.0,133000000.0,130000000.0
Deferred Long Term Liab,15000000.0,12000000.0,11000000.0,10000000.0,7000000.0
Other Current Liab,654000000.0,254000000.0,266000000.0,482000000.0,928000000.0
Total Assets,26206000000.0,28278000000.0,30435000000.0,35403000000.0,36742000000.0
Common Stock,31000000.0,22000000.0,19000000.0,19000000.0,19000000.0
Other Current Assets,324000000.0,335000000.0,365000000.0,308000000.0,583000000.0
Retained Earnings,15746000000.0,6763000000.0,4435000000.0,4440000000.0,8563000000.0
Other Liab,3872000000.0,3827000000.0,4151000000.0,4946000000.0,4349000000.0
Good Will,570000000.0,1814000000.0,1891000000.0,1953000000.0,1875000000.0
Treasury Stock,-17034000000.0,-3569000000.0,-2364000000.0,-2474000000.0,-2768000000.0
Other Assets,260000000.0,352000000.0,420000000.0,456000000.0,666000000.0
Cash,1523000000.0,332000000.0,858000000.0,1763000000.0,1472000000.0
Total Current Liabilities,4777000000.0,5513000000.0,5198000000.0,5502000000.0,7230000000.0
Deferred Long Term Asset Charges,90000000.0,31000000.0,38000000.0,39000000.0,174000000.0
Short Long Term Debt,7000000.0,21000000.0,157000000.0,8000000.0,9000000.0
Other Stockholder Equity,-1285000000.0,-1363000000.0,-1784000000.0,-1943000000.0,-1803000000.0
Property Plant Equipment,10997000000.0,12477000000.0,15598000000.0,15878000000.0,16502000000.0
Total Current Assets,11738000000.0,10566000000.0,9510000000.0,11634000000.0,12217000000.0
Long Term Investments,2073000000.0,2104000000.0,2147000000.0,4731000000.0,4787000000.0
Net Tangible Assets,7811000000.0,7478000000.0,5284000000.0,5267000000.0,9288000000.0
Short Term Investments,1307000000.0,892000000.0,196000000.0,702000000.0,9000000.0
Net Receivables,4322000000.0,4434000000.0,3455000000.0,4489000000.0,5212000000.0
Long Term Debt,8607000000.0,8542000000.0,11691000000.0,15629000000.0,11526000000.0
Inventory,4217000000.0,4515000000.0,4588000000.0,4344000000.0,4901000000.0
Accounts Payable,2895000000.0,3087000000.0,2928000000.0,2948000000.0,4291000000.0
