,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,756000000.0,752000000.0,751000000.0,717000000.0,677000000.0,666000000.0,695000000.0
Capital Surplus,5958000000.0,5975000000.0,5986000000.0,5993000000.0,6011000000.0,6029000000.0,6044000000.0
Total Liab,24048000000.0,24510000000.0,27299000000.0,26816000000.0,26605000000.0,26732000000.0,24754000000.0
Total Stockholder Equity,7358000000.0,7306000000.0,7971000000.0,8800000000.0,10524000000.0,11800000000.0,11858000000.0
Minority Interest,135000000.0,133000000.0,133000000.0,130000000.0,130000000.0,130000000.0,130000000.0
Deferred Long Term Liab,,,10000000.0,,,,7000000.0
Other Current Liab,42000000.0,51000000.0,482000000.0,143000000.0,624000000.0,614000000.0,928000000.0
Total Assets,31541000000.0,31949000000.0,35403000000.0,35746000000.0,37259000000.0,38662000000.0,36742000000.0
Common Stock,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0
Other Current Assets,107000000.0,109000000.0,308000000.0,82000000.0,55000000.0,174000000.0,583000000.0
Retained Earnings,4188000000.0,3940000000.0,4440000000.0,5158000000.0,6837000000.0,8216000000.0,8563000000.0
Other Liab,4023000000.0,4192000000.0,4946000000.0,4837000000.0,4921000000.0,4633000000.0,4349000000.0
Good Will,1830000000.0,1880000000.0,1953000000.0,1904000000.0,1931000000.0,1894000000.0,1875000000.0
Treasury Stock,-2807000000.0,-2628000000.0,-2474000000.0,-2370000000.0,-2343000000.0,-2464000000.0,-2768000000.0
Other Assets,419000000.0,416000000.0,456000000.0,510000000.0,567000000.0,600000000.0,666000000.0
Cash,2552000000.0,2459000000.0,1763000000.0,1452000000.0,1381000000.0,1893000000.0,1472000000.0
Total Current Liabilities,4435000000.0,4782000000.0,5502000000.0,6875000000.0,6595000000.0,7408000000.0,7230000000.0
Deferred Long Term Asset Charges,,,39000000.0,,,,174000000.0
Short Long Term Debt,4000000.0,2000000.0,8000000.0,958000000.0,9000000.0,9000000.0,9000000.0
Other Stockholder Equity,-2259000000.0,-2088000000.0,-1943000000.0,-1864000000.0,-1849000000.0,-1883000000.0,-1803000000.0
Property Plant Equipment,15951000000.0,15519000000.0,15878000000.0,15856000000.0,16279000000.0,16625000000.0,16502000000.0
Total Current Assets,10477000000.0,10759000000.0,11634000000.0,11964000000.0,12897000000.0,13986000000.0,12217000000.0
Long Term Investments,2108000000.0,2623000000.0,4731000000.0,4795000000.0,4908000000.0,4891000000.0,4787000000.0
Net Tangible Assets,4772000000.0,4674000000.0,5267000000.0,6179000000.0,7916000000.0,9240000000.0,9288000000.0
Short Term Investments,651000000.0,361000000.0,702000000.0,383000000.0,136000000.0,36000000.0,9000000.0
Net Receivables,2588000000.0,2974000000.0,4489000000.0,3961000000.0,4897000000.0,5251000000.0,5212000000.0
Long Term Debt,14430000000.0,14414000000.0,15629000000.0,13905000000.0,13725000000.0,13173000000.0,11526000000.0
Inventory,3768000000.0,4005000000.0,4344000000.0,4632000000.0,4840000000.0,4982000000.0,4901000000.0
Accounts Payable,2194000000.0,2479000000.0,2948000000.0,3282000000.0,3486000000.0,4172000000.0,4291000000.0
