,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,32000000.0,122000000.0,-25000000.0,141000000.0,-31000000.0
Change To Liabilities,-41000000.0,40000000.0,-64000000.0,20000000.0,89000000.0
Total Cashflows From Investing Activities,-890000000.0,196000000.0,-240000000.0,-231000000.0,-2653000000.0
Net Borrowings,420000000.0,-320000000.0,-419000000.0,1948000000.0,442000000.0
Total Cash From Financing Activities,-53000000.0,-1027000000.0,-937000000.0,1383000000.0,1418000000.0
Change To Operating Activities,-65000000.0,98000000.0,58000000.0,138000000.0,-552000000.0
Issuance Of Stock,53000000.0,17000000.0,37000000.0,50000000.0,26000000.0
Net Income,729000000.0,458000000.0,774000000.0,933000000.0,1187000000.0
Change In Cash,-19000000.0,187000000.0,-224000000.0,2420000000.0,-483000000.0
Repurchase Of Stock,-274000000.0,-444000000.0,-239000000.0,-262000000.0,-1004000000.0
Effect Of Exchange Rate,15000000.0,-10000000.0,-10000000.0,16000000.0,-331000000.0
Total Cash From Operating Activities,909000000.0,1028000000.0,963000000.0,1252000000.0,1083000000.0
Depreciation,188000000.0,210000000.0,190000000.0,202000000.0,278000000.0
Other Cashflows From Investing Activities,-2000000.0,-26000000.0,-14000000.0,-27000000.0,-219000000.0
Dividends Paid,-243000000.0,-280000000.0,-305000000.0,-320000000.0,-350000000.0
Change To Account Receivables,11000000.0,-35000000.0,-42000000.0,-167000000.0,-6000000.0
Other Cashflows From Financing Activities,-9000000.0,-11000000.0,-11000000.0,-33000000.0,2304000000.0
Change To Netincome,87000000.0,257000000.0,47000000.0,126000000.0,87000000.0
Capital Expenditures,-144000000.0,-111000000.0,-127000000.0,-188000000.0,-163000000.0
