,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Net Income,241000000.0,264000000.0,225000000.0,298000000.0,342000000.0,288000000.0,259000000.0,284000000.0
Change To Liabilities,-132000000.0,-48000000.0,-32000000.0,267000000.0,-81000000.0,-52000000.0,-45000000.0,0.0
Investments,63000000.0,35000000.0,21000000.0,-32000000.0,-15000000.0,44000000.0,-28000000.0,
Total Cashflows From Investing Activities,9000000.0,-12000000.0,-74000000.0,-2505000000.0,70000000.0,-5000000.0,-213000000.0,
Net Borrowings,-663000000.0,1881000000.0,1881000000.0,435000000.0,-214000000.0,281000000.0,-60000000.0,
Total Cash From Financing Activities,-762000000.0,-114000000.0,1791000000.0,152000000.0,-532000000.0,-321000000.0,2119000000.0,
Change To Operating Activities,226000000.0,-294000000.0,169000000.0,-225000000.0,-228000000.0,-167000000.0,68000000.0,
Issuance Of Stock,13000000.0,1000000.0,36000000.0,17000000.0,17000000.0,9000000.0,9000000.0,
Change In Cash,-303000000.0,-124000000.0,2165000000.0,-1970000000.0,-382000000.0,-98000000.0,1967000000.0,
Repurchase Of Stock,-33000000.0,-34000000.0,-45000000.0,-201000000.0,-256000000.0,-477000000.0,-70000000.0,
Effect Of Exchange Rate,9000000.0,6000000.0,13000000.0,-11000000.0,7000000.0,-4000000.0,-323000000.0,
Total Cash From Operating Activities,441000000.0,-4000000.0,435000000.0,394000000.0,73000000.0,232000000.0,384000000.0,
Depreciation,50000000.0,51000000.0,53000000.0,63000000.0,68000000.0,66000000.0,81000000.0,
Other Cashflows From Investing Activities,-12000000.0,13000000.0,-35000000.0,-1000000.0,-66000000.0,-17000000.0,-135000000.0,
Dividends Paid,-80000000.0,-81000000.0,-81000000.0,-81000000.0,-88000000.0,-91000000.0,-90000000.0,
Change To Account Receivables,47000000.0,18000000.0,-58000000.0,6000000.0,18000000.0,8000000.0,-38000000.0,
Other Cashflows From Financing Activities,1000000.0,-1000000.0,-1000000.0,-1000000.0,9000000.0,-34000000.0,2330000000.0,
Change To Netincome,9000000.0,5000000.0,78000000.0,-15000000.0,-45000000.0,88000000.0,59000000.0,
Capital Expenditures,-42000000.0,-60000000.0,-60000000.0,-42000000.0,-39000000.0,-32000000.0,-50000000.0,
