,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,85237000.0,98037000.0,-85327000.0,-5482000.0,140295000.0
Total Cashflows From Investing Activities,-651282000.0,-886773000.0,-803962000.0,-612957000.0,-877018000.0
Total Cash From Financing Activities,-195636000.0,-208080000.0,-266985000.0,-231600000.0,-304633000.0
Change To Operating Activities,94651000.0,75261000.0,-85063000.0,42822000.0,2951000.0
Net Income,686263000.0,489585000.0,516320000.0,506035000.0,760806000.0
Change In Cash,8235000.0,-7012000.0,27400000.0,278302000.0,42247000.0
Repurchase Of Stock,-197928000.0,-169901000.0,-292182000.0,-119390000.0,-180191000.0
Total Cash From Operating Activities,855153000.0,1087841000.0,1098347000.0,1122859000.0,1223898000.0
Depreciation,383518000.0,435893000.0,499145000.0,527375000.0,557093000.0
Dividends Paid,-101362000.0,-104994000.0,-111817000.0,-114234000.0,-124442000.0
Change To Account Receivables,-166111000.0,-130931000.0,50310000.0,-109758000.0,-382216000.0
Change To Netincome,-182863000.0,161067000.0,161515000.0,104016000.0,175602000.0
Capital Expenditures,-526928000.0,-995650000.0,-854115000.0,-738545000.0,-947563000.0
Net Borrowings,103654000.0,66815000.0,137014000.0,2024000.0,
Other Cashflows From Investing Activities,-3888000.0,-1288000.0,-111000.0,-52000.0,
