,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,1078000.0,-54500000.0,30319000.0,-12755000.0,2343000.0
Change To Liabilities,-3563696000.0,97312000.0,-71898000.0,137457000.0,269797000.0
Total Cashflows From Investing Activities,-3841049000.0,-4105987000.0,-4510242000.0,-4772306000.0,-6179276000.0
Net Borrowings,1387005000.0,1433829000.0,1689405000.0,4147585000.0,3054288000.0
Total Cash From Financing Activities,810978000.0,1420442000.0,1638362000.0,3415817000.0,2562023000.0
Change To Operating Activities,2863788000.0,-1033723000.0,-822476000.0,-1048061000.0,-1755612000.0
Issuance Of Stock,80729000.0,602587000.0,701512000.0,42600000.0,206753000.0
Net Income,411612000.0,848661000.0,1241226000.0,1388334000.0,1118492000.0
Change In Cash,-406571000.0,-300298000.0,-55253000.0,1333377000.0,-1316540000.0
Total Cash From Operating Activities,2623500000.0,2385247000.0,2816627000.0,2689866000.0,2300713000.0
Depreciation,1672893000.0,1652047000.0,1781511000.0,1875889000.0,1936533000.0
Other Cashflows From Investing Activities,-36509000.0,64633000.0,-82850000.0,277880000.0,152599000.0
Dividends Paid,-628885000.0,-647704000.0,-711573000.0,-748342000.0,-775122000.0
Change To Inventory,-3043000.0,45839000.0,-28173000.0,-27458000.0,18359000.0
Change To Account Receivables,-97637000.0,98546000.0,-101227000.0,-139296000.0,-84629000.0
Other Cashflows From Financing Activities,-27871000.0,31730000.0,-40982000.0,-26026000.0,76104000.0
Change To Netincome,1305730000.0,637293000.0,838448000.0,295445000.0,818956000.0
Capital Expenditures,-3905618000.0,-4141022000.0,-4486643000.0,-5037431000.0,-6351639000.0
