,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Capital Surplus,5433433000.0,5951431000.0,6564436000.0,6549923000.0,6766239000.0
Total Liab,38516831000.0,39211359000.0,41245827000.0,47058660000.0,47529438000.0
Total Stockholder Equity,7992515000.0,8844305000.0,10223675000.0,10926142000.0,11637284000.0
Minority Interest,197803000.0,219402000.0,254410000.0,254410000.0,287520000.0
Deferred Long Term Liab,5174987000.0,4985992000.0,5531947000.0,6316971000.0,6854209000.0
Other Current Liab,984590000.0,1097819000.0,1054459000.0,1195034000.0,1008192000.0
Total Assets,46707149000.0,48275066000.0,51723912000.0,58239212000.0,59454242000.0
Common Stock,2548000.0,2616000.0,2700000.0,2700000.0,2720000.0
Other Current Assets,249910000.0,275211000.0,268568000.0,231530000.0,467816000.0
Retained Earnings,7977702000.0,8721150000.0,9257609000.0,9897182000.0,10240552000.0
Other Liab,19143350000.0,18230402000.0,18311986000.0,18568610000.0,16285441000.0
Good Will,377172000.0,377172000.0,377172000.0,377172000.0,377172000.0
Treasury Stock,-5421168000.0,-5830892000.0,-5601070000.0,-5523663000.0,-5372227000.0
Other Assets,12677246000.0,12223737000.0,12288739000.0,13891814000.0,12692284000.0
Cash,781273000.0,480975000.0,425722000.0,1759099000.0,442559000.0
Total Current Liabilities,5036207000.0,5443544000.0,5620463000.0,7060506000.0,6190742000.0
Deferred Long Term Asset Charges,178204000.0,54593000.0,64461000.0,76289000.0,54186000.0
Short Long Term Debt,760007000.0,650009000.0,795012000.0,1164015000.0,1022141000.0
Other Stockholder Equity,-23531000.0,-557173000.0,-446920000.0,-449207000.0,-332528000.0
Property Plant Equipment,29925340000.0,32278828000.0,35515557000.0,39196105000.0,42601736000.0
Total Current Assets,3285331000.0,2958064000.0,3045992000.0,4559899000.0,3623595000.0
Long Term Investments,442060000.0,437265000.0,496452000.0,214222000.0,159455000.0
Net Tangible Assets,7615343000.0,8467133000.0,9846503000.0,10548970000.0,11260112000.0
Net Receivables,1212950000.0,1114405000.0,1208592000.0,1285727000.0,1370356000.0
Long Term Debt,14315259000.0,15518303000.0,17044297000.0,21171425000.0,24824439000.0
Inventory,905865000.0,870147000.0,970465000.0,1135119000.0,1196090000.0
Accounts Payable,1452216000.0,1496058000.0,1499861000.0,2739437000.0,2610132000.0
