,2017-09-30,2018-09-30,2019-09-30,2020-09-30
Intangible Assets,3329300000.0,3122000000.0,4059500000.0,3667200000.0
Capital Surplus,10624900000.0,10588900000.0,10739400000.0,10916300000.0
Total Liab,14698200000.0,13873900000.0,18470600000.0,18130900000.0
Total Stockholder Equity,10342500000.0,11469400000.0,11669900000.0,10630600000.0
Minority Interest,48300000.0,17200000.0,16200000.0,18200000.0
Deferred Long Term Liab,,,124300000.0,118200000.0
Other Current Liab,492300000.0,476500000.0,571800000.0,469700000.0
Total Assets,25089000000.0,25360500000.0,30156700000.0,28779700000.0
Common Stock,2500000.0,2500000.0,2600000.0,2600000.0
Other Current Assets,508700000.0,308000000.0,334000000.0,341700000.0
Retained Earnings,172400000.0,1573300000.0,1997100000.0,1031600000.0
Other Liab,5742300000.0,4866100000.0,5533200000.0,5448500000.0
Good Will,5528300000.0,5577600000.0,7285600000.0,5962200000.0
Treasury Stock,-457300000.0,-695300000.0,-1069200000.0,-1319900000.0
Other Assets,2622200000.0,2793300000.0,2178700000.0,2338500000.0
Cash,298100000.0,636800000.0,151600000.0,251100000.0
Total Current Liabilities,3009800000.0,3333300000.0,3435100000.0,2928900000.0
Deferred Long Term Asset Charges,32600000.0,35200000.0,33500000.0,33800000.0
Short Long Term Debt,603100000.0,740700000.0,471900000.0,213900000.0
Other Stockholder Equity,-457300000.0,-695300000.0,-1069200000.0,-1319900000.0
Property Plant Equipment,9118300000.0,9082500000.0,11189500000.0,11437500000.0
Total Current Assets,4490900000.0,4785100000.0,4974300000.0,4944700000.0
Long Term Investments,,,469100000.0,429600000.0
Net Tangible Assets,1484900000.0,2769800000.0,324800000.0,1001200000.0
Net Receivables,1886800000.0,2010700000.0,2381200000.0,2328500000.0
Long Term Debt,5774700000.0,5674500000.0,9316500000.0,8941900000.0
Inventory,1797300000.0,1829600000.0,2107500000.0,2023400000.0
Accounts Payable,1492100000.0,1716800000.0,1831800000.0,1674200000.0
