,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,3749400000.0,3667200000.0,3598100000.0,3499900000.0,3418000000.0,3318800000.0,3236800000.0,3143600000.0,3031300000.0
Capital Surplus,10857600000.0,10916300000.0,10949400000.0,11057500000.0,11118400000.0,11058800000.0,10996100000.0,10793500000.0,10616400000.0
Total Liab,18546100000.0,18130900000.0,17854600000.0,17899700000.0,17940900000.0,17562600000.0,17362700000.0,17604300000.0,17404300000.0
Total Stockholder Equity,11713100000.0,10630600000.0,10963000000.0,11051900000.0,11451100000.0,11670300000.0,11697200000.0,11578400000.0,11457900000.0
Minority Interest,18400000.0,18200000.0,18800000.0,20300000.0,22100000.0,21400000.0,22600000.0,22900000.0,23500000.0
Other Current Liab,508900000.0,469700000.0,568300000.0,506200000.0,572300000.0,513800000.0,543500000.0,579200000.0,682900000.0
Total Assets,30277600000.0,28779700000.0,28836400000.0,28971900000.0,29414100000.0,29254300000.0,29082500000.0,29205600000.0,28885700000.0
Common Stock,2600000.0,2600000.0,2600000.0,2700000.0,2700000.0,2700000.0,2600000.0,2600000.0,2500000.0
Other Current Assets,291500000.0,341700000.0,308800000.0,352400000.0,316300000.0,409400000.0,296300000.0,319300000.0,344400000.0
Retained Earnings,2240300000.0,1031600000.0,1126300000.0,1186000000.0,1370800000.0,1607900000.0,1711200000.0,1662500000.0,1934400000.0
Other Liab,5383400000.0,5448500000.0,5449100000.0,5380700000.0,5421100000.0,5355300000.0,5284100000.0,5218000000.0,5122800000.0
Good Will,7270500000.0,5962200000.0,5997000000.0,5959100000.0,5982700000.0,5959200000.0,5955400000.0,5969300000.0,5928800000.0
Treasury Stock,-1387400000.0,-1319900000.0,-1115300000.0,-1194300000.0,-1040800000.0,-999100000.0,-1012700000.0,-880200000.0,-1095400000.0
Other Assets,2680000000.0,2338500000.0,2883700000.0,2859400000.0,2962700000.0,2617300000.0,2725100000.0,2738300000.0,2706600000.0
Cash,291500000.0,251100000.0,253800000.0,334000000.0,549800000.0,290900000.0,291300000.0,360200000.0,305400000.0
Total Current Liabilities,2786900000.0,2928900000.0,3049100000.0,3552700000.0,3844000000.0,3644100000.0,3555500000.0,3911800000.0,4111400000.0
Short Long Term Debt,123900000.0,213900000.0,159900000.0,540700000.0,556900000.0,160100000.0,228200000.0,411400000.0,197100000.0
Other Stockholder Equity,-1387400000.0,-1319900000.0,-1115300000.0,-1194300000.0,-1040800000.0,-999100000.0,-1012700000.0,-880200000.0,-1095400000.0
Property Plant Equipment,11571800000.0,11437500000.0,11493800000.0,11268900000.0,11327000000.0,11246100000.0,11148200000.0,10898100000.0,10736500000.0
Total Current Assets,5005900000.0,4944700000.0,4863800000.0,5384600000.0,5723700000.0,5659600000.0,5567900000.0,5985900000.0,6004700000.0
Long Term Investments,,429600000.0,,,,453300000.0,449100000.0,470400000.0,477800000.0
Net Tangible Assets,693200000.0,1001200000.0,1367900000.0,1592900000.0,2050400000.0,2392300000.0,2505000000.0,2465500000.0,2497800000.0
Net Receivables,2285200000.0,2328500000.0,2216600000.0,2607300000.0,2712000000.0,2786000000.0,2739000000.0,3072900000.0,3054400000.0
Long Term Debt,9571800000.0,8941900000.0,8507600000.0,8132600000.0,7849000000.0,7769900000.0,7743500000.0,7703700000.0,7386000000.0
Inventory,2137700000.0,2023400000.0,2084600000.0,2090900000.0,2145600000.0,2173300000.0,2241300000.0,2233500000.0,2300500000.0
Accounts Payable,1513500000.0,1674200000.0,1672200000.0,1796800000.0,1906100000.0,2123700000.0,2135200000.0,2219000000.0,2259700000.0
Deferred Long Term Liab,,118200000.0,,,,110700000.0,,,
Deferred Long Term Asset Charges,,33800000.0,,,,25800000.0,,,
