,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,-133400000.0,153700000.0,-5400000.0,116900000.0,85700000.0,233100000.0,5400000.0,58900000.0,55700000.0
Total Cashflows From Investing Activities,-236100000.0,-96100000.0,-140400000.0,-54800000.0,-190300000.0,-290500000.0,-154800000.0,-151800000.0,-207600000.0
Net Borrowings,-790800000.0,-535800000.0,-502100000.0,27300000.0,-302300000.0,-487300000.0,48100000.0,100200000.0,-343600000.0
Total Cash From Financing Activities,-859200000.0,-669000000.0,-584100000.0,-500000.0,-356700000.0,-639100000.0,-104300000.0,-183500000.0,-678000000.0
Change To Operating Activities,164100000.0,-33800000.0,97600000.0,-37000000.0,155000000.0,-42400000.0,-236100000.0,-26400000.0,175700000.0
Issuance Of Stock,3300000.0,5500000.0,12600000.0,12600000.0,14500000.0,3500000.0,6200000.0,1700000.0,1700000.0
Net Income,178500000.0,-1156000000.0,152000000.0,112500000.0,250100000.0,323700000.0,182300000.0,39900000.0,377900000.0
Change In Cash,-348700000.0,-40400000.0,2700000.0,80200000.0,215800000.0,-258900000.0,400000.0,68900000.0,-54800000.0
Repurchase Of Stock,-12400000.0,-12400000.0,-12400000.0,-122400000.0,-122400000.0,-122400000.0,-100100000.0,-225500000.0,-280600000.0
Effect Of Exchange Rate,6400000.0,-7000000.0,7800000.0,3300000.0,12000000.0,-6800000.0,6700000.0,14300000.0,-6600000.0
Total Cash From Operating Activities,740200000.0,731700000.0,719400000.0,132200000.0,750800000.0,677500000.0,252800000.0,389900000.0,837400000.0
Depreciation,365700000.0,338670000.0,364300000.0,360900000.0,369000000.0,335400000.0,366500000.0,373600000.0,395800000.0
Other Cashflows From Investing Activities,7000000.0,9600000.0,5100000.0,12900000.0,9700000.0,17500000.0,2900000.0,28600000.0,5200000.0
Dividends Paid,-51900000.0,-51900000.0,-52600000.0,-53200000.0,-64000000.0,-64000000.0,-66300000.0,-65800000.0,-63800000.0
Change To Inventory,-7500000.0,92500000.0,-44300000.0,-35600000.0,-50900000.0,-69200000.0,-117500000.0,-15900000.0,-130500000.0
Change To Account Receivables,142800000.0,-51900000.0,150200000.0,-407200000.0,-76400000.0,-95500000.0,60400000.0,-289500000.0,-30900000.0
Other Cashflows From Financing Activities,-19800000.0,-86800000.0,-17000000.0,12800000.0,-4900000.0,31100000.0,7800000.0,7600000.0,8300000.0
Change To Netincome,32000000.0,1405100000.0,-45600000.0,19600000.0,1000000.0,32000000.0,-70200000.0,208300000.0,-32700000.0
Capital Expenditures,-244000000.0,-117900000.0,-170700000.0,-132300000.0,-202400000.0,-310100000.0,-173100000.0,-181000000.0,-215400000.0
Investments,-300000.0,-300000.0,23200000.0,5000000.0,1200000.0,100000.0,,,
