,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Net Income,4090000000.0,4266000000.0,4441000000.0,3617000000.0,3759000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Investments,-2516000000.0,-3722000000.0,-1499000000.0,-31684000000.0,
Total Cashflows From Investing Activities,-32705000000.0,3299000000.0,-10548000000.0,-78455000000.0,
Net Borrowings,12980000000.0,-832000000.0,-6691000000.0,-820000000.0,
Total Cash From Financing Activities,26778000000.0,-8098000000.0,9459000000.0,75508000000.0,
Change To Operating Activities,-195000000.0,1508000000.0,-372000000.0,202000000.0,
Issuance Of Stock,465000000.0,120000000.0,86000000.0,58000000.0,
Change In Cash,-1071000000.0,1125000000.0,-991000000.0,2152000000.0,
Repurchase Of Stock,-2686000000.0,-3269000000.0,-3327000000.0,-989000000.0,
Effect Of Exchange Rate,189000000.0,-72000000.0,2000000.0,61000000.0,
Total Cash From Operating Activities,4667000000.0,5996000000.0,96000000.0,5038000000.0,
Depreciation,1474000000.0,1339000000.0,1315000000.0,1630000000.0,
Other Cashflows From Investing Activities,-32178000000.0,3139000000.0,-9472000000.0,-44293000000.0,
Dividends Paid,-1076000000.0,-1221000000.0,-1289000000.0,-1296000000.0,
Other Cashflows From Financing Activities,17095000000.0,-2896000000.0,20680000000.0,77571000000.0,
Change To Netincome,-8000000.0,-543000000.0,-121000000.0,85000000.0,
Capital Expenditures,-1197000000.0,-1108000000.0,-1210000000.0,-1222000000.0,
