,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Net Income,927000000.0,750000000.0,937000000.0,950000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Investments,,1466000000.0,-543000000.0,-11875000000.0
Total Cashflows From Investing Activities,,-34155000000.0,14446000000.0,19855000000.0
Net Borrowings,,-4120000000.0,-3103000000.0,1928000000.0
Total Cash From Financing Activities,,37373000000.0,-15255000000.0,-29490000000.0
Change To Operating Activities,,2000000.0,-2161000000.0,7653000000.0
Issuance Of Stock,,13000000.0,6000000.0,6000000.0
Change In Cash,,2424000000.0,9000000.0,-2819000000.0
Repurchase Of Stock,,-1000000.0,-1000000.0,-3000000.0
Effect Of Exchange Rate,,71000000.0,40000000.0,6000000.0
Total Cash From Operating Activities,,-865000000.0,778000000.0,6810000000.0
Depreciation,,455000000.0,431000000.0,390000000.0
Other Cashflows From Investing Activities,,-34626000000.0,15241000000.0,25072000000.0
Dividends Paid,,-312000000.0,-339000000.0,-327000000.0
Other Cashflows From Financing Activities,,41799000000.0,-11819000000.0,-32084000000.0
Change To Netincome,,160000000.0,6000000.0,65000000.0
Capital Expenditures,,-266000000.0,-333000000.0,-359000000.0
