,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,,,2579338000.0,1994292000.0,1276751000.0
Capital Surplus,21531000.0,61326000.0,29114527000.0,41493949000.0,86698660000.0
Total Liab,1414296000.0,12109507000.0,24359469000.0,51410470000.0,98732726000.0
Total Stockholder Equity,-426278000.0,-991958000.0,18822594000.0,24646866000.0,60175888000.0
Other Current Liab,256436000.0,1913604000.0,4885942000.0,10000593000.0,17550145000.0
Total Assets,1770751000.0,13314470000.0,43182063000.0,76057336000.0,158908614000.0
Common Stock,56000.0,54000.0,142000.0,148000.0,159000.0
Other Current Assets,31210000.0,9436242000.0,17134286000.0,28279228000.0,55182583000.0
Retained Earnings,-472445000.0,-1030237000.0,-11327858000.0,-18295461000.0,-25475203000.0
Other Liab,,,,7389000.0,2918000.0
Treasury Stock,24580000.0,-23101000.0,1035783000.0,1448230000.0,-1047728000.0
Other Assets,,162363000.0,182667000.0,69471000.0,436152000.0
Cash,1319843000.0,3058152000.0,14160322000.0,5768186000.0,22421189000.0
Total Current Liabilities,1414296000.0,12109507000.0,24359469000.0,45767806000.0,83882077000.0
Other Stockholder Equity,24580000.0,-23101000.0,1035783000.0,1448230000.0,-1047728000.0
Property Plant Equipment,2248000.0,9279000.0,29075000.0,558461000.0,832680000.0
Total Current Assets,1753503000.0,13137828000.0,40390983000.0,73001463000.0,149523878000.0
Long Term Investments,15000000.0,5000000.0,,433649000.0,6839153000.0
Net Tangible Assets,-426278000.0,-991958000.0,16243256000.0,22652574000.0,58899137000.0
Short Term Investments,290000000.0,50000000.0,7630689000.0,34492978000.0,61549143000.0
Net Receivables,112450000.0,593434000.0,1465686000.0,3665222000.0,5650602000.0
Long Term Debt,,,,5206682000.0,14432792000.0
Inventory,,,,,1718410000.0
Accounts Payable,1128715000.0,9838519000.0,17275934000.0,30234186000.0,54971547000.0
