,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,1994292000.0,1866532000.0,1706291000.0,1486959000.0,1276751000.0,1169499000.0,1004580000.0,860610000.0,701220000.0,556760000.0
Capital Surplus,41493949000.0,42303322000.0,51013118000.0,51969053000.0,86698660000.0,91270473000.0,92529899000.0,93847981000.0,95340819000.0,93044708000.0
Total Liab,51410470000.0,54467446000.0,61406806000.0,71007264000.0,98732726000.0,91061536000.0,91841849000.0,98420789000.0,106095171000.0,92065644000.0
Total Stockholder Equity,24646866000.0,21709441000.0,29493860000.0,28403662000.0,60175888000.0,62358316000.0,64897907000.0,68107970000.0,75114547000.0,76652977000.0
Other Current Liab,9992539000.0,11894790000.0,12602081000.0,14915419000.0,17550145000.0,18260972000.0,19966597000.0,21350831000.0,15542046000.0,17055420000.0
Total Assets,76057336000.0,76176887000.0,90900666000.0,99410926000.0,158908614000.0,153419852000.0,156739756000.0,166528759000.0,181209718000.0,168718621000.0
Common Stock,148000.0,148000.0,153000.0,153000.0,159000.0,161000.0,161000.0,161000.0,161000.0,162000.0
Other Current Assets,28279228000.0,27886992000.0,33713718000.0,40615669000.0,55182583000.0,51450563000.0,51061466000.0,54611082000.0,61992612000.0,46756225000.0
Retained Earnings,-18295461000.0,-22414790000.0,-23314139000.0,-24098847000.0,-25475203000.0,-28380619000.0,-25966039000.0,-24326079000.0,-17706533000.0,-13740576000.0
Other Liab,7389000.0,7050000.0,38071000.0,36040000.0,2918000.0,2467000.0,1957000.0,1489000.0,32287000.0,32605000.0
Treasury Stock,1448230000.0,1820761000.0,1794728000.0,533303000.0,-1047728000.0,-531699000.0,-1666114000.0,-1414093000.0,-2519900000.0,-2651317000.0
Other Assets,69471000.0,691994000.0,3049958000.0,7172813000.0,436152000.0,11733999000.0,7224153000.0,5607695000.0,189514000.0,19418328000.0
Cash,5768186000.0,5526736000.0,4209623000.0,5715676000.0,22421189000.0,17012978000.0,19154777000.0,11132801000.0,6426715000.0,7404992000.0
Total Current Liabilities,45767806000.0,48632782000.0,55385755000.0,65075548000.0,83882077000.0,79138267000.0,80073983000.0,86296875000.0,93729714000.0,77522397000.0
Deferred Long Term Asset Charges,,,,,,,,14224000.0,31504000.0,23143000.0
Other Stockholder Equity,1448230000.0,1820761000.0,1794728000.0,533303000.0,-1047728000.0,-531699000.0,-1666114000.0,-1414093000.0,-2519900000.0,-2651317000.0
Property Plant Equipment,558461000.0,528247000.0,562451000.0,580585000.0,832680000.0,879618000.0,937084000.0,2967168000.0,3141860000.0,2578572000.0
Total Current Assets,73001463000.0,73090114000.0,85581966000.0,90170569000.0,149523878000.0,139636736000.0,147573939000.0,157093286000.0,160909168000.0,146164961000.0
Net Tangible Assets,22652574000.0,19842909000.0,27787569000.0,26916703000.0,58899137000.0,61188817000.0,63893327000.0,67247360000.0,74413327000.0,76096217000.0
Short Term Investments,34492978000.0,37048472000.0,44801078000.0,39859089000.0,61549143000.0,66342813000.0,73026502000.0,86785027000.0,86203296000.0,87815868000.0
Net Receivables,3665222000.0,2627914000.0,2857547000.0,3980135000.0,5650602000.0,4830382000.0,4331194000.0,4564376000.0,5959027000.0,4187876000.0
Long Term Debt,5206682000.0,5430487000.0,5572449000.0,5504873000.0,14432792000.0,11502472000.0,11342314000.0,11684597000.0,11788907000.0,14057021000.0
Accounts Payable,29926488000.0,28713943000.0,33978503000.0,40299835000.0,54971547000.0,49360986000.0,50754254000.0,53201246000.0,66424402000.0,47166443000.0
Long Term Investments,433649000.0,,,,6839153000.0,,,,16267956000.0,
Inventory,,,,,1718410000.0,,,,14196000.0,
