,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26
Intangible Assets,802778000.0,787599000.0,795565000.0,1056775000.0,1099880000.0,1061192000.0,1019537000.0
Capital Surplus,1614185000.0,1627564000.0,1659524000.0,1690861000.0,1720461000.0,1718304000.0,1744829000.0
Total Liab,3287840000.0,3347163000.0,3592744000.0,4366273000.0,4593816000.0,4432300000.0,4404324000.0
Total Stockholder Equity,1896940000.0,2114602000.0,2183927000.0,2318440000.0,2426566000.0,2534820000.0,2610184000.0
Minority Interest,28558000.0,29066000.0,32292000.0,35639000.0,38055000.0,57172000.0,60541000.0
Other Current Liab,275084000.0,285745000.0,284511000.0,331887000.0,353997000.0,324077000.0,335035000.0
Total Assets,5213338000.0,5490831000.0,5808963000.0,6720352000.0,7058437000.0,7024292000.0,7075049000.0
Common Stock,499000.0,498000.0,504000.0,505000.0,506000.0,505000.0,509000.0
Other Current Assets,73526000.0,71536000.0,70897000.0,120929000.0,245798000.0,96248000.0,71685000.0
Retained Earnings,501442000.0,625414000.0,686944000.0,775392000.0,878818000.0,980751000.0,1073773000.0
Other Liab,386087000.0,422246000.0,414019000.0,469939000.0,473377000.0,482579000.0,469964000.0
Good Will,1777642000.0,1809168000.0,1890630000.0,2540067000.0,2736322000.0,2711881000.0,2695994000.0
Treasury Stock,-219186000.0,-138874000.0,-163045000.0,-148318000.0,-173219000.0,-164740000.0,-208927000.0
Other Assets,123036000.0,168551000.0,173610000.0,175895000.0,181367000.0,191763000.0,201791000.0
Cash,242879000.0,228424000.0,465411000.0,222969000.0,212539000.0,241214000.0,241869000.0
Total Current Liabilities,787014000.0,839751000.0,803376000.0,929610000.0,983751000.0,1033185000.0,993839000.0
Deferred Long Term Asset Charges,39515000.0,37729000.0,35457000.0,31863000.0,41117000.0,40226000.0,43404000.0
Short Long Term Debt,45017000.0,47196000.0,109000.0,108000.0,105000.0,101000.0,99000.0
Other Stockholder Equity,-195281000.0,-138874000.0,-127017000.0,-108021000.0,-132779000.0,-164740000.0,-174933000.0
Property Plant Equipment,1205591000.0,1302578000.0,1314671000.0,1465940000.0,1460633000.0,1584009000.0,1626376000.0
Total Current Assets,1140274000.0,1201131000.0,1423209000.0,1267913000.0,1379040000.0,1274095000.0,1333086000.0
Long Term Investments,164017000.0,221804000.0,211278000.0,213762000.0,201195000.0,201352000.0,198265000.0
Net Tangible Assets,-683480000.0,-482165000.0,-502268000.0,-1278402000.0,-1409636000.0,-1238253000.0,-1105347000.0
Short Term Investments,963000.0,1024000.0,1025000.0,1037000.0,1030000.0,1063000.0,1065000.0
Net Receivables,572058000.0,617740000.0,610566000.0,644027000.0,660452000.0,642881000.0,706796000.0
Long Term Debt,1943307000.0,1903542000.0,2176313000.0,2701000000.0,2866859000.0,2639035000.0,2652753000.0
Inventory,181367000.0,185695000.0,193584000.0,194341000.0,181694000.0,199146000.0,221175000.0
Accounts Payable,96758000.0,122475000.0,127129000.0,110926000.0,127913000.0,198130000.0,225977000.0
