,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,127675000.0,128604000.0,130072000.0,120479000.0,117721000.0,115794000.0,109709000.0
Total Liab,1180812000.0,1381620000.0,1595818000.0,1676206000.0,2011158000.0,2133347000.0,2319396000.0
Total Stockholder Equity,2845045000.0,3033471000.0,3233865000.0,3393576000.0,3384410000.0,3516762000.0,3622714000.0
Other Current Liab,613460000.0,736298000.0,848324000.0,955003000.0,1024132000.0,1161629000.0,1152870000.0
Total Assets,4025857000.0,4415091000.0,4829683000.0,5069782000.0,5395568000.0,5650109000.0,5942110000.0
Common Stock,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,3622714000.0
Other Liab,188601000.0,194308000.0,205772000.0,218519000.0,240393000.0,268680000.0,292669000.0
Good Will,415536000.0,427342000.0,444817000.0,427561000.0,432179000.0,426594000.0,418547000.0
Other Assets,1593773000.0,1596755000.0,1587982000.0,1559882000.0,1559566000.0,1548318000.0,1591276000.0
Cash,404359000.0,615532000.0,960843000.0,1131698000.0,1086357000.0,1237822000.0,1099370000.0
Total Current Liabilities,941592000.0,1121794000.0,1325601000.0,1393842000.0,1696581000.0,1790315000.0,1924071000.0
Deferred Long Term Asset Charges,1568293000.0,1566227000.0,1552831000.0,1521922000.0,1512285000.0,1502250000.0,1533767000.0
Property Plant Equipment,737529000.0,787043000.0,817274000.0,846305000.0,1054277000.0,1095496000.0,1203183000.0
Total Current Assets,1149244000.0,1473247000.0,1849538000.0,2115555000.0,2231825000.0,2455307000.0,2494075000.0
Long Term Investments,2100000.0,2100000.0,,,,8600000.0,125320000.0
Net Tangible Assets,2301834000.0,2477525000.0,2658976000.0,2845536000.0,2834510000.0,2974374000.0,3094458000.0
Short Term Investments,,,,,,,71972000.0
Net Receivables,567109000.0,695760000.0,708355000.0,724365000.0,808079000.0,855037000.0,897198000.0
Inventory,131276000.0,123093000.0,139237000.0,150643000.0,178751000.0,207116000.0,230230000.0
Accounts Payable,94987000.0,119184000.0,142132000.0,124298000.0,225079000.0,174916000.0,163886000.0
Capital Surplus,918495000.0,951740000.0,974556000.0,948362000.0,895831000.0,972450000.0,
Other Current Assets,46500000.0,38862000.0,27056000.0,3752000.0,3999000.0,4170000.0,
Retained Earnings,1917441000.0,2056812000.0,2215800000.0,2416176000.0,2458955000.0,2526705000.0,
Treasury Stock,9101000.0,24911000.0,43501000.0,29030000.0,29616000.0,17599000.0,
Other Stockholder Equity,9101000.0,24911000.0,43501000.0,29030000.0,29616000.0,17599000.0,
Deferred Long Term Liab,,,22800000.0,,,,
