,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,847000000.0,817000000.0,795000000.0,911000000.0,935000000.0,1112000000.0,1277000000.0
Capital Surplus,3603000000.0,3624000000.0,3635000000.0,3592000000.0,3602000000.0,3611000000.0,3624000000.0
Total Liab,180571000000.0,179045000000.0,181569000000.0,184304000000.0,182464000000.0,185207000000.0,188906000000.0
Total Stockholder Equity,20565000000.0,20835000000.0,20995000000.0,20479000000.0,20810000000.0,20408000000.0,20094000000.0
Other Current Liab,2352000000.0,2477000000.0,1732000000.0,2034000000.0,2238000000.0,2243000000.0,1657000000.0
Total Assets,202906000000.0,201996000000.0,204680000000.0,206899000000.0,205390000000.0,207731000000.0,211116000000.0
Common Stock,2051000000.0,2051000000.0,2051000000.0,2051000000.0,2051000000.0,2051000000.0,2051000000.0
Other Current Assets,1338000000.0,2774000000.0,5227000000.0,5948000000.0,6188000000.0,5646000000.0,4880000000.0
Retained Earnings,17643000000.0,18010000000.0,18384000000.0,18863000000.0,19343000000.0,19817000000.0,20236000000.0
Other Liab,1562000000.0,1665000000.0,2692000000.0,1974000000.0,1681000000.0,1910000000.0,2310000000.0
Good Will,4261000000.0,4261000000.0,4258000000.0,4259000000.0,4259000000.0,4514000000.0,4514000000.0
Treasury Stock,-2732000000.0,-2850000000.0,-3075000000.0,-4027000000.0,-4186000000.0,-5071000000.0,-5817000000.0
Other Assets,117954000000.0,114157000000.0,109130000000.0,113264000000.0,111895000000.0,112087000000.0,113011000000.0
Cash,3221000000.0,2996000000.0,3147000000.0,3122000000.0,3285000000.0,3213000000.0,2994000000.0
Total Current Liabilities,162192000000.0,161751000000.0,166636000000.0,167142000000.0,167949000000.0,171374000000.0,175873000000.0
Other Stockholder Equity,2951000000.0,2831000000.0,2601000000.0,1792000000.0,1974000000.0,1637000000.0,1207000000.0
Property Plant Equipment,3271000000.0,3307000000.0,3253000000.0,3186000000.0,3188000000.0,3159000000.0,3139000000.0
Total Current Assets,8722000000.0,9736000000.0,14620000000.0,12357000000.0,13428000000.0,13536000000.0,14576000000.0
Long Term Investments,67851000000.0,69718000000.0,72624000000.0,72922000000.0,71685000000.0,73323000000.0,74599000000.0
Net Tangible Assets,16133000000.0,16417000000.0,16598000000.0,16093000000.0,16434000000.0,15725000000.0,15424000000.0
Long Term Debt,16230000000.0,15006000000.0,11688000000.0,14599000000.0,12218000000.0,11272000000.0,10162000000.0
Inventory,47000000.0,40000000.0,30000000.0,42000000.0,36000000.0,31000000.0,29000000.0
Accounts Payable,156946000000.0,156683000000.0,159081000000.0,162393000000.0,162283000000.0,165108000000.0,169324000000.0
Short Long Term Debt,,,3155000000.0,,,,1510000000.0
Net Receivables,,,2287000000.0,,,,2797000000.0
