,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,885000000.0,978000000.0,1194000000.0,795000000.0,1277000000.0
Capital Surplus,2790000000.0,2873000000.0,3599000000.0,3635000000.0,3624000000.0
Total Liab,125861000000.0,129819000000.0,148166000000.0,181569000000.0,188906000000.0
Total Stockholder Equity,14869000000.0,14919000000.0,19433000000.0,20995000000.0,20094000000.0
Other Current Liab,895000000.0,1139000000.0,1322000000.0,1732000000.0,1657000000.0
Total Assets,142081000000.0,146069000000.0,169369000000.0,204680000000.0,211116000000.0
Common Stock,2051000000.0,2051000000.0,2051000000.0,2051000000.0,2051000000.0
Other Current Assets,2270000000.0,2545000000.0,3524000000.0,5227000000.0,4880000000.0
Retained Earnings,14957000000.0,16578000000.0,18315000000.0,18384000000.0,20236000000.0
Other Liab,2086000000.0,2047000000.0,2245000000.0,2692000000.0,2310000000.0
Good Will,2445000000.0,2478000000.0,4252000000.0,4258000000.0,4514000000.0
Treasury Stock,-4929000000.0,-6583000000.0,-4532000000.0,-3075000000.0,-5817000000.0
Other Assets,93088000000.0,96422000000.0,110934000000.0,109130000000.0,113011000000.0
Cash,1114000000.0,1181000000.0,1578000000.0,3147000000.0,2994000000.0
Total Current Liabilities,111196000000.0,116439000000.0,132547000000.0,166531000000.0,175873000000.0
Short Long Term Debt,2351000000.0,3093000000.0,2151000000.0,3154000000.0,1510000000.0
Other Stockholder Equity,73000000.0,-112000000.0,1192000000.0,2601000000.0,1207000000.0
Property Plant Equipment,2622000000.0,2337000000.0,3289000000.0,3253000000.0,3139000000.0
Total Current Assets,6774000000.0,7287000000.0,9892000000.0,14620000000.0,14576000000.0
Long Term Investments,36267000000.0,36567000000.0,39808000000.0,72624000000.0,74599000000.0
Net Tangible Assets,12397000000.0,12401000000.0,14980000000.0,16598000000.0,15424000000.0
Net Receivables,1829000000.0,2019000000.0,2310000000.0,2287000000.0,2797000000.0
Long Term Debt,12553000000.0,11333000000.0,12784000000.0,11689000000.0,10162000000.0
Inventory,54000000.0,48000000.0,64000000.0,30000000.0,29000000.0
Accounts Payable,103162000000.0,108835000000.0,127062000000.0,159081000000.0,169324000000.0
Minority Interest,20000000.0,,,,
