,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-287405000.0,-44285000.0,231051000.0,106200000.0,1420000.0,-4547000.0,7481000.0,3635000.0,16687000.0
Change To Liabilities,50163000.0,-115217000.0,199831000.0,-67289000.0,67879000.0,-125050000.0,290452000.0,-129372000.0,4735000.0
Total Cashflows From Investing Activities,-299685000.0,-56145000.0,207491000.0,-1941601000.0,-15897000.0,-26929000.0,-15090000.0,-17349000.0,10470000.0
Total Cash From Financing Activities,-90132000.0,-46738000.0,-148282000.0,1456077000.0,-105354000.0,-199321000.0,-56496000.0,-42545000.0,-34370000.0
Change To Operating Activities,21459000.0,-29648000.0,22691000.0,-235000000.0,-21009000.0,-69939000.0,39989000.0,-107299000.0,-18587000.0
Issuance Of Stock,,20000.0,20000.0,20000.0,20000.0,213000.0,50000.0,1143000.0,810000.0
Net Income,112906000.0,98227000.0,112091000.0,90048000.0,62766000.0,51787000.0,102898000.0,60232000.0,115457000.0
Change In Cash,30191000.0,13752000.0,184071000.0,-275152000.0,23369000.0,-72543000.0,85424000.0,212697000.0,138907000.0
Repurchase Of Stock,-46909000.0,-3692000.0,-105384000.0,-42303000.0,-59415000.0,-3425000.0,-10348000.0,-43688000.0,-35180000.0
Effect Of Exchange Rate,839000.0,4278000.0,4826000.0,-2484000.0,836000.0,-2438000.0,-1856000.0,-2318000.0,-8675000.0
Total Cash From Operating Activities,419169000.0,112357000.0,120036000.0,212856000.0,143784000.0,156145000.0,158866000.0,274909000.0,171482000.0
Depreciation,52339000.0,52136000.0,-6683000.0,70206000.0,88138000.0,89145000.0,3491000.0,85755000.0,40978000.0
Other Cashflows From Investing Activities,-177000.0,216000.0,-9905000.0,776000.0,5703000.0,571000.0,744000.0,514000.0,10465000.0
Change To Inventory,50000.0,1302000.0,-3628000.0,-1357000.0,-649000.0,-3092000.0,1070000.0,-4047000.0,2146000.0
Change To Account Receivables,84015000.0,55018000.0,-302177000.0,302824000.0,-94941000.0,132086000.0,-364151000.0,274586000.0,-99972000.0
Change To Netincome,79074000.0,58966000.0,107802000.0,91444000.0,74570000.0,74133000.0,2794000.0,95825000.0,95780000.0
Capital Expenditures,-10575000.0,-9705000.0,-10655000.0,-23894000.0,-20982000.0,-18714000.0,-19842000.0,-18839000.0,-14626000.0
Dividends Paid,-43223000.0,-43046000.0,-42898000.0,-45522000.0,-45959000.0,-46109000.0,-46198000.0,,
Net Borrowings,1549340000.0,1549340000.0,1549340000.0,1549340000.0,-150000000.0,-150000000.0,,,
Other Cashflows From Financing Activities,-5438000.0,-5438000.0,-5438000.0,-5438000.0,,,,,
