,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-66000000.0,-75000000.0,63000000.0,1767000000.0
Change To Liabilities,104000000.0,793000000.0,1033000000.0,-366000000.0
Total Cashflows From Investing Activities,-3803000000.0,-4455000000.0,-4560000000.0,50000000.0
Net Borrowings,1552000000.0,-212000000.0,456000000.0,11595000000.0
Total Cash From Financing Activities,-383000000.0,-1501000000.0,-1280000000.0,12957000000.0
Change To Operating Activities,-1930000000.0,-27000000.0,-554000000.0,458000000.0
Issuance Of Stock,2000000.0,2103000000.0,2103000000.0,2103000000.0
Net Income,2143000000.0,2122000000.0,3009000000.0,-7069000000.0
Change In Cash,-712000000.0,208000000.0,1069000000.0,8874000000.0
Repurchase Of Stock,-1844000000.0,-1235000000.0,-1645000000.0,-353000000.0
Total Cash From Operating Activities,3474000000.0,6164000000.0,6909000000.0,-4133000000.0
Depreciation,1979000000.0,2043000000.0,2153000000.0,2316000000.0
Other Cashflows From Investing Activities,163000000.0,156000000.0,79000000.0,10000000.0
Change To Account Receivables,-73000000.0,17000000.0,44000000.0,135000000.0
Other Cashflows From Financing Activities,-91000000.0,-54000000.0,-91000000.0,-388000000.0
Change To Netincome,1134000000.0,1094000000.0,1089000000.0,221000000.0
Capital Expenditures,-3870000000.0,-4070000000.0,-4528000000.0,-1727000000.0
