,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,8744000000.0,7767000000.0,7771000000.0,7444000000.0
Capital Surplus,18508000000.0,24693000000.0,24323000000.0,24371000000.0
Total Liab,30177000000.0,29305000000.0,29676000000.0,29582000000.0
Total Stockholder Equity,9656000000.0,14625000000.0,13328000000.0,11734000000.0
Minority Interest,6519000000.0,1337000000.0,3001000000.0,2814000000.0
Other Current Liab,361000000.0,308000000.0,395000000.0,192000000.0
Total Assets,46352000000.0,45302000000.0,46040000000.0,44165000000.0
Common Stock,861000000.0,1245000000.0,1247000000.0,1248000000.0
Other Current Assets,187000000.0,170000000.0,162000000.0,140000000.0
Retained Earnings,-8434000000.0,-10002000000.0,-11002000000.0,-12748000000.0
Other Liab,7097000000.0,5127000000.0,5372000000.0,5651000000.0
Treasury Stock,-1279000000.0,-1311000000.0,-1240000000.0,-1137000000.0
Other Assets,619000000.0,746000000.0,859000000.0,1022000000.0
Cash,899000000.0,168000000.0,289000000.0,142000000.0
Total Current Liabilities,2646000000.0,1811000000.0,3968000000.0,2319000000.0
Short Long Term Debt,501000000.0,47000000.0,2140000000.0,893000000.0
Other Stockholder Equity,-238000000.0,-270000000.0,-199000000.0,-96000000.0
Property Plant Equipment,28211000000.0,27504000000.0,29407000000.0,29111000000.0
Total Current Assets,2179000000.0,1464000000.0,1580000000.0,1429000000.0
Long Term Investments,6552000000.0,7821000000.0,6235000000.0,5159000000.0
Net Tangible Assets,865000000.0,6858000000.0,5369000000.0,4290000000.0
Net Receivables,980000000.0,996000000.0,1004000000.0,1011000000.0
Long Term Debt,20434000000.0,22367000000.0,20148000000.0,21451000000.0
Inventory,113000000.0,130000000.0,125000000.0,136000000.0
Accounts Payable,978000000.0,662000000.0,552000000.0,482000000.0
Good Will,47000000.0,,188000000.0,
