,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,291000000.0,17000000.0,-47000000.0,-34000000.0
Total Cashflows From Investing Activities,-252000000.0,-196000000.0,-859000000.0,-205000000.0
Net Borrowings,96000000.0,189000000.0,277000000.0,-125000000.0
Total Cash From Financing Activities,-523000000.0,-815000000.0,-399000000.0,-645000000.0
Change To Operating Activities,21000000.0,-6000000.0,4000000.0,-5000000.0
Issuance Of Stock,162000000.0,147000000.0,45000000.0,75000000.0
Net Income,939000000.0,820000000.0,823000000.0,701000000.0
Change In Cash,766000000.0,-21000000.0,-285000000.0,14000000.0
Repurchase Of Stock,-248000000.0,-661000000.0,-271000000.0,-183000000.0
Effect Of Exchange Rate,-5000000.0,-2000000.0,-3000000.0,-1000000.0
Total Cash From Operating Activities,1546000000.0,992000000.0,976000000.0,865000000.0
Depreciation,175000000.0,172000000.0,155000000.0,148000000.0
Other Cashflows From Investing Activities,2000000.0,10000000.0,16000000.0,26000000.0
Dividends Paid,-533000000.0,-490000000.0,-450000000.0,-412000000.0
Change To Inventory,50000000.0,-7000000.0,-21000000.0,-19000000.0
Change To Account Receivables,-27000000.0,-32000000.0,-24000000.0,-1000000.0
Change To Netincome,78000000.0,-6000000.0,74000000.0,48000000.0
Capital Expenditures,-254000000.0,-206000000.0,-194000000.0,-231000000.0
