,2017-06-30,2018-06-30,2019-06-30,2020-06-30,2021-06-30,2022-06-30
Intangible Assets,722000000.0,929000000.0,912000000.0,894000000.0,918000000.0,884000000.0
Capital Surplus,928000000.0,975000000.0,1046000000.0,1137000000.0,1186000000.0,1202000000.0
Total Liab,4031000000.0,4334000000.0,4557000000.0,5305000000.0,5742000000.0,5429000000.0
Total Stockholder Equity,542000000.0,726000000.0,559000000.0,908000000.0,411000000.0,556000000.0
Minority Interest,,,,,181000000.0,173000000.0
Other Current Liab,225000000.0,249000000.0,264000000.0,325000000.0,294000000.0,95000000.0
Total Assets,4573000000.0,5060000000.0,5116000000.0,6213000000.0,6334000000.0,6158000000.0
Common Stock,159000000.0,159000000.0,159000000.0,159000000.0,131000000.0,131000000.0
Other Current Assets,2000000.0,7000000.0,1000000.0,2000000.0,9000000.0,7000000.0
Retained Earnings,2440000000.0,2797000000.0,3150000000.0,3567000000.0,1036000000.0,1048000000.0
Other Liab,831000000.0,850000000.0,830000000.0,817000000.0,886000000.0,844000000.0
Good Will,1196000000.0,1602000000.0,1591000000.0,1577000000.0,1575000000.0,1558000000.0
Treasury Stock,-2985000000.0,-3205000000.0,-3796000000.0,-3955000000.0,-1942000000.0,-1825000000.0
Other Assets,152000000.0,167000000.0,217000000.0,251000000.0,280000000.0,245000000.0
Cash,418000000.0,131000000.0,111000000.0,871000000.0,319000000.0,183000000.0
Total Current Liabilities,1809000000.0,1200000000.0,1440000000.0,1418000000.0,2056000000.0,1784000000.0
Other Stockholder Equity,-543000000.0,-547000000.0,-602000000.0,-640000000.0,-546000000.0,-479000000.0
Property Plant Equipment,931000000.0,996000000.0,1034000000.0,1408000000.0,1653000000.0,1694000000.0
Total Current Assets,1514000000.0,1311000000.0,1305000000.0,2020000000.0,1829000000.0,1725000000.0
Long Term Investments,58000000.0,55000000.0,57000000.0,63000000.0,79000000.0,52000000.0
Net Tangible Assets,-1376000000.0,-1805000000.0,-1944000000.0,-1563000000.0,-2082000000.0,-1886000000.0
Net Receivables,565000000.0,600000000.0,631000000.0,648000000.0,604000000.0,681000000.0
Long Term Debt,1391000000.0,2284000000.0,2287000000.0,2780000000.0,2484000000.0,2474000000.0
Inventory,459000000.0,506000000.0,512000000.0,454000000.0,752000000.0,755000000.0
Accounts Payable,501000000.0,507000000.0,507000000.0,575000000.0,930000000.0,960000000.0
Short Long Term Debt,400000000.0,,,,300000000.0,
