,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0
Capital Surplus,7943717000.0,7917375000.0,7894027000.0,7499161000.0,7640233000.0,7085950000.0
Total Liab,2697125000.0,3168160000.0,3064993000.0,3134805000.0,3025290000.0,3088037000.0
Total Stockholder Equity,7519242000.0,8133473000.0,8686815000.0,8980254000.0,9196396000.0,9530708000.0
Other Current Liab,151782000.0,192541000.0,368641000.0,284174000.0,226358000.0,201409000.0
Total Assets,10216367000.0,11301633000.0,11751808000.0,12115059000.0,12221686000.0,12618745000.0
Common Stock,2601000.0,2601000.0,2599000.0,2588000.0,2591000.0,2562000.0
Other Current Assets,12422000.0,3571000.0,658000.0,15616000.0,16935000.0,38815000.0
Retained Earnings,-412955000.0,254479000.0,858669000.0,1511807000.0,1578731000.0,2430659000.0
Other Liab,376418000.0,617620000.0,297955000.0,291958000.0,294993000.0,296973000.0
Good Will,1002158000.0,1002158000.0,1002158000.0,1002158000.0,1002158000.0,1002158000.0
Treasury Stock,-14121000.0,-40982000.0,-68480000.0,-33302000.0,-25159000.0,11537000.0
Other Assets,1344932000.0,1499306000.0,911373000.0,844352000.0,1003107000.0,973457000.0
Cash,4831332000.0,5358087000.0,5988187000.0,6304330000.0,6063678000.0,6275698000.0
Total Current Liabilities,1798640000.0,2004026000.0,1877533000.0,1944050000.0,1836448000.0,1914264000.0
Deferred Long Term Asset Charges,1214968000.0,1147816000.0,882779000.0,815890000.0,952808000.0,933839000.0
Other Stockholder Equity,-14121000.0,-40982000.0,-68480000.0,-33302000.0,-25159000.0,11537000.0
Property Plant Equipment,728357000.0,920913000.0,1284098000.0,1308442000.0,1338107000.0,1354690000.0
Total Current Assets,6694320000.0,7458456000.0,8133379000.0,8539307000.0,8457514000.0,8852540000.0
Long Term Investments,46600000.0,20800000.0,20800000.0,20800000.0,20800000.0,35900000.0
Net Tangible Assets,6117084000.0,6731315000.0,7284657000.0,7578096000.0,7794238000.0,8128550000.0
Short Term Investments,619437000.0,792971000.0,670710000.0,619638000.0,644315000.0,685187000.0
Net Receivables,791768000.0,791917000.0,885352000.0,977551000.0,929142000.0,1100372000.0
Inventory,219218000.0,245460000.0,280777000.0,298863000.0,321620000.0,333456000.0
Accounts Payable,101451000.0,107786000.0,155139000.0,127839000.0,127534000.0,127863000.0
