,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-351000000.0,95000000.0,-250000000.0,-60000000.0,-490000000.0
Change To Liabilities,308000000.0,43000000.0,-111000000.0,-115000000.0,342000000.0
Total Cashflows From Investing Activities,-608000000.0,-808000000.0,-2014000000.0,-254000000.0,-1937000000.0
Net Borrowings,-3000000.0,40000000.0,103000000.0,2296000000.0,273000000.0
Total Cash From Financing Activities,-2630000000.0,-2765000000.0,-2583000000.0,244000000.0,-2287000000.0
Change To Operating Activities,334000000.0,-173000000.0,-43000000.0,437000000.0,315000000.0
Net Income,4952000000.0,4305000000.0,4476000000.0,4932000000.0,5901000000.0
Change In Cash,904000000.0,-591000000.0,-1659000000.0,3835000000.0,659000000.0
Repurchase Of Stock,-1421000000.0,-2087000000.0,-1911000000.0,-1809000000.0,-1485000000.0
Effect Of Exchange Rate,192000000.0,-93000000.0,54000000.0,102000000.0,-61000000.0
Total Cash From Operating Activities,3950000000.0,3075000000.0,2884000000.0,3743000000.0,4944000000.0
Depreciation,240000000.0,220000000.0,296000000.0,358000000.0,415000000.0
Dividends Paid,-1662000000.0,-1968000000.0,-2096000000.0,-2260000000.0,-2547000000.0
Change To Account Receivables,-521000000.0,4000000.0,-433000000.0,-313000000.0,-322000000.0
Other Cashflows From Financing Activities,456000000.0,1250000000.0,1321000000.0,2017000000.0,1472000000.0
Change To Netincome,-1509000000.0,-1503000000.0,-1280000000.0,-1716000000.0,-2030000000.0
Capital Expenditures,-155000000.0,-204000000.0,-254000000.0,-194000000.0,-341000000.0
