,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,13384000000.0,13410400000.0,13556100000.0,13482200000.0,13498300000.0,13345600000.0
Capital Surplus,6786300000.0,6931300000.0,6937800000.0,6947100000.0,6955200000.0,6963500000.0
Total Liab,15370800000.0,14899700000.0,14709800000.0,14329600000.0,15283500000.0,14121000000.0
Total Stockholder Equity,13002900000.0,13512700000.0,12365000000.0,12580800000.0,12984800000.0,13275500000.0
Minority Interest,265100000.0,262900000.0,256300000.0,253200000.0,251600000.0,247000000.0
Other Current Liab,633900000.0,304100000.0,424500000.0,66000000.0,72300000.0,40400000.0
Total Assets,28638800000.0,28675300000.0,27331100000.0,27163600000.0,28519900000.0,27643500000.0
Common Stock,662400000.0,522200000.0,522200000.0,522200000.0,522200000.0,522100000.0
Other Current Assets,280000000.0,434200000.0,297300000.0,369600000.0,457000000.0,505500000.0
Retained Earnings,7571200000.0,7914000000.0,6544200000.0,6628300000.0,7016900000.0,7395800000.0
Other Liab,3091600000.0,3140700000.0,3311800000.0,3394600000.0,3498700000.0,3498300000.0
Good Will,7561800000.0,7624100000.0,6151000000.0,6153900000.0,6156900000.0,6151800000.0
Treasury Stock,-2017000000.0,-1854800000.0,-1639200000.0,-1516800000.0,-1509500000.0,-1605900000.0
Other Assets,665700000.0,682600000.0,818700000.0,886400000.0,954900000.0,987600000.0
Cash,780800000.0,731300000.0,770100000.0,532700000.0,1308900000.0,616300000.0
Total Current Liabilities,3805700000.0,4310500000.0,3909600000.0,3596300000.0,4891900000.0,3779800000.0
Short Long Term Debt,370600000.0,1054800000.0,1049700000.0,1028500000.0,1574100000.0,572500000.0
Other Stockholder Equity,-1545600000.0,-1383400000.0,-1167800000.0,-1045400000.0,-1038100000.0,-1134500000.0
Property Plant Equipment,4484600000.0,4317700000.0,4386500000.0,4275200000.0,4307700000.0,4238600000.0
Total Current Assets,2542700000.0,2640500000.0,2418800000.0,2365900000.0,3602100000.0,2919900000.0
Net Tangible Assets,-7942900000.0,-7521800000.0,-7342100000.0,-7055300000.0,-6670400000.0,-6221900000.0
Net Receivables,842800000.0,817300000.0,687100000.0,717200000.0,1086700000.0,991600000.0
Long Term Debt,8308800000.0,7286700000.0,7322100000.0,7176200000.0,6728800000.0,6685900000.0
Inventory,639100000.0,657700000.0,664300000.0,746400000.0,749500000.0,806500000.0
Accounts Payable,2511600000.0,2664100000.0,1732700000.0,2393200000.0,3176800000.0,3064000000.0
