,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,156000000.0,15000000.0,121000000.0,69000000.0,-30000000.0,92000000.0,316000000.0,-92000000.0,19000000.0
Total Cashflows From Investing Activities,-634000000.0,-732000000.0,-1007000000.0,-751000000.0,-709000000.0,-671000000.0,-876000000.0,-665000000.0,-842000000.0
Net Borrowings,411000000.0,-188000000.0,-2022000000.0,681000000.0,-367000000.0,1494000000.0,-2322000000.0,2546000000.0,214000000.0
Total Cash From Financing Activities,-204000000.0,-933000000.0,-2967000000.0,-970000000.0,-2145000000.0,-256000000.0,-4217000000.0,244000000.0,-2003000000.0
Change To Operating Activities,58000000.0,-62000000.0,-26000000.0,16000000.0,-50000000.0,85000000.0,58000000.0,-13000000.0,63000000.0
Issuance Of Stock,12000000.0,16000000.0,6000000.0,17000000.0,15000000.0,7000000.0,11000000.0,10000000.0,12000000.0
Net Income,458000000.0,700000000.0,770000000.0,980000000.0,841000000.0,979000000.0,1026000000.0,1174000000.0,372000000.0
Change In Cash,927000000.0,258000000.0,-1445000000.0,342000000.0,-959000000.0,1563000000.0,-1877000000.0,1641000000.0,-809000000.0
Repurchase Of Stock,-202000000.0,-202000000.0,-427000000.0,-868000000.0,-1214000000.0,-1169000000.0,-1361000000.0,-1719000000.0,-1610000000.0
Effect Of Exchange Rate,1000000.0,39000000.0,95000000.0,-46000000.0,68000000.0,-66000000.0,-17000000.0,62000000.0,-97000000.0
Total Cash From Operating Activities,1764000000.0,1884000000.0,2434000000.0,2109000000.0,1827000000.0,2556000000.0,3233000000.0,2000000000.0,2133000000.0
Depreciation,1124000000.0,1168000000.0,1192000000.0,1166000000.0,1171000000.0,1163000000.0,1135000000.0,1112000000.0,1091000000.0
Dividends Paid,-506000000.0,-506000000.0,-505000000.0,-553000000.0,-549000000.0,-546000000.0,-541000000.0,-592000000.0,-585000000.0
Change To Inventory,-20000000.0,-19000000.0,119000000.0,-60000000.0,18000000.0,-35000000.0,-52000000.0,-35000000.0,-109000000.0
Change To Account Receivables,-114000000.0,60000000.0,96000000.0,13000000.0,-350000000.0,328000000.0,763000000.0,-148000000.0,-152000000.0
Other Cashflows From Financing Activities,-121000000.0,-53000000.0,-19000000.0,-247000000.0,-30000000.0,-42000000.0,-4000000.0,-1000000.0,-34000000.0
Change To Netincome,102000000.0,22000000.0,162000000.0,-75000000.0,227000000.0,-56000000.0,-13000000.0,2000000.0,849000000.0
Capital Expenditures,-783000000.0,-787000000.0,-1027000000.0,-762000000.0,-744000000.0,-741000000.0,-839000000.0,-649000000.0,-826000000.0
