,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,15504000000.0,15731000000.0,16184000000.0,14559000000.0,14493000000.0,14048000000.0,13802000000.0
Capital Surplus,40211000000.0,40203000000.0,40202000000.0,40192000000.0,40200000000.0,40220000000.0,40180000000.0
Total Liab,37919000000.0,38617000000.0,38647000000.0,37360000000.0,37117000000.0,38454000000.0,36164000000.0
Total Stockholder Equity,45537000000.0,46175000000.0,47317000000.0,46210000000.0,45777000000.0,44323000000.0,44035000000.0
Minority Interest,2400000000.0,2417000000.0,2265000000.0,1423000000.0,1451000000.0,1414000000.0,1406000000.0
Deferred Long Term Liab,,,96000000.0,,,,62000000.0
Other Current Liab,5877000000.0,6045000000.0,3946000000.0,6282000000.0,6025000000.0,6501000000.0,4594000000.0
Total Assets,85856000000.0,87209000000.0,88229000000.0,84993000000.0,84345000000.0,84191000000.0,81605000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,56000000.0,50000000.0,450000000.0,67000000.0,79000000.0,76000000.0,369000000.0
Retained Earnings,16782000000.0,16927000000.0,17178000000.0,17563000000.0,17820000000.0,18240000000.0,18710000000.0
Other Liab,11746000000.0,11866000000.0,11961000000.0,12383000000.0,12457000000.0,12157000000.0,10439000000.0
Good Will,26580000000.0,27239000000.0,28201000000.0,27472000000.0,27621000000.0,27178000000.0,27038000000.0
Treasury Stock,-11457000000.0,-10956000000.0,-10064000000.0,-11546000000.0,-12244000000.0,-14138000000.0,-14856000000.0
Other Assets,4006000000.0,4029000000.0,1035000000.0,4896000000.0,4868000000.0,4778000000.0,950000000.0
Cash,4941000000.0,5199000000.0,3754000000.0,4096000000.0,3137000000.0,4700000000.0,2823000000.0
Total Current Liabilities,15095000000.0,14792000000.0,13740000000.0,15027000000.0,14676000000.0,14758000000.0,13643000000.0
Deferred Long Term Asset Charges,,,268000000.0,,,,242000000.0
Short Long Term Debt,2723000000.0,1820000000.0,751000000.0,2524000000.0,1827000000.0,2293000000.0,1709000000.0
Other Stockholder Equity,-6621000000.0,-5973000000.0,-4690000000.0,-5345000000.0,-4908000000.0,-5618000000.0,-5048000000.0
Property Plant Equipment,27693000000.0,27945000000.0,29801000000.0,26934000000.0,26917000000.0,26180000000.0,27019000000.0
Total Current Assets,12073000000.0,12265000000.0,10924000000.0,11132000000.0,10446000000.0,12007000000.0,10159000000.0
Long Term Investments,,,2084000000.0,,,,2637000000.0
Net Tangible Assets,3453000000.0,3205000000.0,2932000000.0,4179000000.0,3663000000.0,3097000000.0,3195000000.0
Net Receivables,4220000000.0,4203000000.0,4590000000.0,4276000000.0,4515000000.0,4533000000.0,4829000000.0
Long Term Debt,10938000000.0,11809000000.0,12152000000.0,9950000000.0,9984000000.0,11539000000.0,11335000000.0
Inventory,1715000000.0,1733000000.0,1729000000.0,1695000000.0,1692000000.0,1694000000.0,1733000000.0
Accounts Payable,2816000000.0,2903000000.0,3095000000.0,2945000000.0,3143000000.0,3069000000.0,3503000000.0
