Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04 00:00:00+00:00,90.540001,96.18,90.449997,94.739998,94.739998,7914500
2021-01-05 00:00:00+00:00,97.150002,103.650002,96.199997,102.459999,102.459999,9699100
2021-01-06 00:00:00+00:00,100.339996,108.050003,98.599998,105.599998,105.599998,8360700
2021-01-07 00:00:00+00:00,105.599998,112.550003,105.5,111.400002,111.400002,7374200
2021-01-08 00:00:00+00:00,114.739998,120.800003,113.980003,118.470001,118.470001,9460800
2021-01-11 00:00:00+00:00,114.389999,116.830002,111.199997,112.470001,112.470001,7728500
2021-01-12 00:00:00+00:00,118.260002,119.989998,113.599998,115.440002,115.440002,3335900
2021-01-13 00:00:00+00:00,115.239998,120.93,113.234001,119.309998,119.309998,3608600
2021-01-14 00:00:00+00:00,121.845001,129.399994,121.309998,123.220001,123.220001,8002000
2021-01-15 00:00:00+00:00,125.470001,126.709999,120.0,122.629997,122.629997,4512800
2021-01-19 00:00:00+00:00,127.690002,134.279999,126.370003,127.879997,127.879997,7583700
