Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01-00-00-00,16.549999,16.82,16.26,16.48,16.48,4595600
2019-07-02-00-00-00,16.42,16.700001,16.25,16.610001,16.610001,2952500
2019-07-03-00-00-00,16.6,16.66,16.299999,16.629998999999998,16.629998999999998,1189600
2019-07-05-00-00-00,16.52,16.799999,16.4,16.74,16.74,956300
2019-07-08-00-00-00,16.5,16.610001,16.4,16.559998999999998,16.559998999999998,1076200
2019-07-09-00-00-00,16.299999,16.66,16.183001,16.6,16.6,1391200
2019-07-10-00-00-00,16.700001,16.83,16.48,16.59,16.59,2012500
2019-07-11-00-00-00,16.65,16.700001,16.33,16.469998999999998,16.469998999999998,1145800
2019-07-12-00-00-00,16.6,16.75,16.325001,16.4,16.4,1399700
2019-07-15-00-00-00,16.58,16.66,16.405001000000002,16.450001,16.450001,1491300
2019-07-16-00-00-00,16.5,16.549999,16.055,16.07,16.07,1327600
2019-07-17-00-00-00,16.1,16.1,15.36,15.58,15.58,2816900
2019-07-18-00-00-00,15.5,15.625,15.06,15.53,15.53,1997900
2019-07-19-00-00-00,15.66,15.8,15.425,15.54,15.54,2031700
2019-07-22-00-00-00,15.78,16.24,15.41,15.56,15.56,2589000
2019-07-23-00-00-00,15.78,16.18,15.7,15.71,15.71,4330800
2019-07-24-00-00-00,15.84,15.95,15.72,15.8,15.8,1909900
2019-07-25-00-00-00,15.87,15.99,15.5,15.7,15.7,2056100
2019-07-26-00-00-00,15.76,16.200001,15.75,15.96,15.96,1748500
2019-07-29-00-00-00,16.0,16.15,15.77,16.129998999999998,16.129998999999998,1537100
2019-07-30-00-00-00,15.9,16.030001000000002,15.37,15.49,15.49,2580400
2019-07-31-00-00-00,15.5,15.5,14.9,15.15,15.15,3207400
