Date,Open,High,Low,Close,Adj Close,Volume
2018-08-01-00-00-00,11.66,11.73,11.16,11.33,11.33,3789400
2018-08-02-00-00-00,11.0,11.52,10.7,11.51,11.51,6487900
2018-08-03-00-00-00,11.51,11.6,11.0,11.06,11.06,2901600
2018-08-06-00-00-00,11.12,11.74,11.113,11.27,11.27,3413000
2018-08-07-00-00-00,11.38,11.67,11.3,11.4,11.4,2804300
2018-08-08-00-00-00,11.49,11.679,11.24,11.39,11.39,1809400
2018-08-09-00-00-00,11.4,11.579,11.22,11.25,11.25,1839500
2018-08-10-00-00-00,11.25,11.37,11.02,11.14,11.14,2683600
2018-08-13-00-00-00,11.19,11.27,10.7,10.81,10.81,2273700
2018-08-14-00-00-00,10.57,10.69,10.26,10.66,10.66,5840400
2018-08-15-00-00-00,9.9,10.3,9.09,10.265,10.265,10742700
2018-08-16-00-00-00,10.51,10.94,10.5,10.56,10.56,5202100
2018-08-17-00-00-00,10.55,10.87,9.94,10.7,10.7,2922700
2018-08-20-00-00-00,11.25,11.44,10.5,11.3,11.3,5316300
2018-08-21-00-00-00,11.55,12.43,11.5,11.85,11.85,5490500
2018-08-22-00-00-00,11.75,11.82,10.96,11.01,11.01,4486300
2018-08-23-00-00-00,11.21,11.35,10.433,10.53,10.53,4609900
2018-08-24-00-00-00,10.58,10.99,10.41,10.91,10.91,3993900
2018-08-27-00-00-00,11.45,11.77,10.96,11.53,11.53,9487100
2018-08-28-00-00-00,12.85,13.75,12.64,13.08,13.08,19444300
2018-08-29-00-00-00,13.0,14.23,12.18,13.76,13.76,9428200
2018-08-30-00-00-00,13.4,13.7,12.25,13.14,13.14,8767700
2018-08-31-00-00-00,12.7,13.4,12.7,12.83,12.83,3801300
