,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,1384000000.0,20000000.0,47000000.0,-5000000.0,14000000.0,6000000.0,-36000000.0,-1398000000.0,37000000.0
Change To Liabilities,-599000000.0,1437000000.0,-389000000.0,236000000.0,72000000.0,1146000000.0,174000000.0,-258000000.0,-190000000.0
Total Cashflows From Investing Activities,-35652000000.0,-1149000000.0,-627000000.0,-342000000.0,-242000000.0,-615000000.0,-1145000000.0,-1591000000.0,130000000.0
Net Borrowings,-763000000.0,-651000000.0,-1269000000.0,-3461000000.0,-3461000000.0,-1201000000.0,-3752000000.0,-2879000000.0,-2000000.0
Total Cash From Financing Activities,-2570000000.0,-2814000000.0,-3695000000.0,-3174000000.0,-5884000000.0,-3643000000.0,-6338000000.0,-6972000000.0,-2679000000.0
Change To Operating Activities,259000000.0,-50000000.0,-56000000.0,-330000000.0,49000000.0,-181000000.0,265000000.0,-285000000.0,299000000.0
Issuance Of Stock,65000000.0,32000000.0,100000000.0,71000000.0,73000000.0,25000000.0,75000000.0,128000000.0,70000000.0
Net Income,-738000000.0,2308000000.0,36000000.0,3553000000.0,766000000.0,3179000000.0,4044000000.0,4490000000.0,924000000.0
Change In Cash,-35125000000.0,1873000000.0,559000000.0,1306000000.0,-1209000000.0,3636000000.0,-2436000000.0,-3648000000.0,2423000000.0
Repurchase Of Stock,-19000000.0,-20000000.0,-296000000.0,-787000000.0,-10000000.0,-6000000.0,-131000000.0,-1470000000.0,-9000000.0
Effect Of Exchange Rate,8000000.0,6000000.0,27000000.0,-55000000.0,27000000.0,-41000000.0,-28000000.0,7000000.0,-33000000.0
Total Cash From Operating Activities,3089000000.0,5830000000.0,4854000000.0,4877000000.0,4890000000.0,7935000000.0,5075000000.0,4908000000.0,5005000000.0
Depreciation,1555000000.0,2292000000.0,2065000000.0,2215000000.0,2200000000.0,2127000000.0,1979000000.0,2053000000.0,2052000000.0
Other Cashflows From Investing Activities,1459000000.0,-72000000.0,5000000.0,49000000.0,86000000.0,88000000.0,143000000.0,154000000.0,445000000.0
Dividends Paid,-1752000000.0,-2100000000.0,-2101000000.0,-2322000000.0,-2310000000.0,-2315000000.0,-2314000000.0,-2526000000.0,-2507000000.0
Change To Inventory,-197000000.0,111000000.0,153000000.0,-187000000.0,-62000000.0,219000000.0,-112000000.0,-385000000.0,-114000000.0
Change To Account Receivables,482000000.0,-31000000.0,-355000000.0,-866000000.0,-296000000.0,590000000.0,-749000000.0,-785000000.0,-611000000.0
Other Cashflows From Financing Activities,-101000000.0,-75000000.0,-129000000.0,-136000000.0,-176000000.0,-146000000.0,-216000000.0,-225000000.0,-231000000.0
Change To Netincome,2123000000.0,265000000.0,3675000000.0,65000000.0,2914000000.0,921000000.0,136000000.0,-360000000.0,3193000000.0
Capital Expenditures,-177000000.0,-217000000.0,-279000000.0,-188000000.0,-195000000.0,-217000000.0,-187000000.0,-162000000.0,-143000000.0
