,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,10000000.0,767000000.0,1396000000.0,-315000000.0,174000000.0
Total Cashflows From Investing Activities,-4123000000.0,-578000000.0,-1045000000.0,-618000000.0,-463000000.0
Net Borrowings,3088000000.0,-1060000000.0,-587000000.0,991000000.0,-936000000.0
Total Cash From Financing Activities,10919000000.0,-4363000000.0,-1534000000.0,225000000.0,-2143000000.0
Change To Operating Activities,-427000000.0,129000000.0,-60000000.0,-69000000.0,396000000.0
Net Income,-103000000.0,195000000.0,128000000.0,-9940000000.0,-219000000.0
Change In Cash,6049000000.0,-3307000000.0,-474000000.0,883000000.0,-279000000.0
Effect Of Exchange Rate,52000000.0,-128000000.0,-21000000.0,-28000000.0,-47000000.0
Total Cash From Operating Activities,-799000000.0,1762000000.0,2126000000.0,1304000000.0,2374000000.0
Depreciation,1103000000.0,1406000000.0,1418000000.0,1317000000.0,1105000000.0
Other Cashflows From Investing Activities,-275000000.0,36000000.0,30000000.0,8000000.0,187000000.0
Dividends Paid,-155000000.0,-315000000.0,-395000000.0,-488000000.0,-592000000.0
Change To Inventory,418000000.0,-339000000.0,-200000000.0,-80000000.0,170000000.0
Change To Account Receivables,-1190000000.0,-204000000.0,-583000000.0,680000000.0,-126000000.0
Other Cashflows From Financing Activities,760000000.0,-2601000000.0,-552000000.0,-278000000.0,-181000000.0
Change To Netincome,-610000000.0,-192000000.0,27000000.0,9711000000.0,874000000.0
Capital Expenditures,-665000000.0,-995000000.0,-1240000000.0,-974000000.0,-856000000.0
Repurchase Of Stock,-174000000.0,-387000000.0,,,-434000000.0
Issuance Of Stock,7400000000.0,,,,
