,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,4416000000.0,4377000000.0,4397000000.0,4228000000.0,4202000000.0,4151000000.0,4131000000.0,4118000000.0,4049000000.0
Capital Surplus,23432000000.0,23977000000.0,24613000000.0,25357000000.0,26253000000.0,26688000000.0,27375000000.0,28351000000.0,28598000000.0
Total Liab,19958000000.0,20090000000.0,19765000000.0,19412000000.0,19269000000.0,18736000000.0,18562000000.0,18547000000.0,18667000000.0
Total Stockholder Equity,11254000000.0,11582000000.0,12893000000.0,13043000000.0,13890000000.0,14142000000.0,14830000000.0,15704000000.0,14882000000.0
Minority Interest,6311000000.0,5667000000.0,5349000000.0,4381000000.0,3510000000.0,2894000000.0,1916000000.0,743000000.0,204000000.0
Deferred Long Term Liab,167000000.0,158000000.0,181000000.0,199000000.0,200000000.0,185000000.0,184000000.0,199000000.0,160000000.0
Other Current Liab,6005000000.0,6222000000.0,4678000000.0,5603000000.0,6161000000.0,5784000000.0,4192000000.0,5352000000.0,5577000000.0
Total Assets,37523000000.0,37339000000.0,38007000000.0,36836000000.0,36669000000.0,35772000000.0,35308000000.0,34994000000.0,33753000000.0
Other Current Assets,1118000000.0,1031000000.0,766000000.0,1242000000.0,1436000000.0,1122000000.0,541000000.0,577000000.0,682000000.0
Retained Earnings,-10413000000.0,-10594000000.0,-9942000000.0,-10394000000.0,-10462000000.0,-10454000000.0,-10160000000.0,-10088000000.0,-10927000000.0
Other Liab,2625000000.0,2697000000.0,2203000000.0,2721000000.0,2742000000.0,2674000000.0,2113000000.0,2755000000.0,2667000000.0
Good Will,5868000000.0,5923000000.0,5977000000.0,5969000000.0,6052000000.0,6015000000.0,5959000000.0,5989000000.0,5741000000.0
Treasury Stock,-1765000000.0,-1801000000.0,-1778000000.0,-1920000000.0,-1901000000.0,-2092000000.0,-2385000000.0,-2559000000.0,-2789000000.0
Other Assets,6027000000.0,6295000000.0,5000000000.0,5125000000.0,5236000000.0,5156000000.0,4454000000.0,5376000000.0,5233000000.0
Cash,4132000000.0,4061000000.0,4132000000.0,4382000000.0,3913000000.0,3926000000.0,3853000000.0,3191000000.0,2928000000.0
Total Current Liabilities,10567000000.0,10639000000.0,10227000000.0,9958000000.0,9805000000.0,9354000000.0,9128000000.0,9142000000.0,9375000000.0
Deferred Long Term Asset Charges,1174000000.0,1305000000.0,953000000.0,943000000.0,991000000.0,974000000.0,735000000.0,761000000.0,773000000.0
Short Long Term Debt,,,,,,,,35000000.0,34000000.0
Other Stockholder Equity,-1765000000.0,-1801000000.0,-1778000000.0,-1920000000.0,-1901000000.0,-2092000000.0,-2385000000.0,-2559000000.0,-2789000000.0
Property Plant Equipment,5710000000.0,5536000000.0,6160000000.0,5163000000.0,5086000000.0,4982000000.0,5699000000.0,4804000000.0,4531000000.0
Total Current Assets,15502000000.0,15208000000.0,16455000000.0,15786000000.0,15512000000.0,14887000000.0,15065000000.0,14707000000.0,14199000000.0
Net Tangible Assets,970000000.0,1282000000.0,2519000000.0,2846000000.0,3636000000.0,3976000000.0,4740000000.0,5597000000.0,5092000000.0
Short Term Investments,,,1514000000.0,718000000.0,544000000.0,403000000.0,1041000000.0,1050000000.0,965000000.0
Net Receivables,5636000000.0,5647000000.0,5622000000.0,5263000000.0,5407000000.0,5326000000.0,5651000000.0,5738000000.0,5572000000.0
Long Term Debt,6766000000.0,6754000000.0,6744000000.0,6733000000.0,6722000000.0,6708000000.0,6697000000.0,6650000000.0,6625000000.0
Inventory,4616000000.0,4469000000.0,4421000000.0,4181000000.0,4212000000.0,4110000000.0,3979000000.0,4151000000.0,4052000000.0
Accounts Payable,3628000000.0,3482000000.0,3532000000.0,3468000000.0,3593000000.0,3514000000.0,3745000000.0,3755000000.0,3764000000.0
Long Term Investments,,,18000000.0,565000000.0,581000000.0,581000000.0,,,
Common Stock,,,,,,,,,
