,2017-05-28,2018-05-27,2019-05-26,2020-05-31,2021-05-30,2022-05-29
Intangible Assets,37200000.0,35400000.0,37600000.0,38300000.0,36900000.0,33700000.0
Total Liab,3082100000.0,3031800000.0,3052700000.0,4422300000.0,3728800000.0,3779300000.0
Total Stockholder Equity,-647200000.0,-334800000.0,-4600000.0,240000000.0,480600000.0,360500000.0
Other Current Liab,32100000.0,31100000.0,29700000.0,34900000.0,34400000.0,35300000.0
Total Assets,2485600000.0,2752600000.0,3048100000.0,4662300000.0,4209400000.0,4139800000.0
Common Stock,146100000.0,146400000.0,146700000.0,147000000.0,147600000.0,148000000.0
Other Current Assets,,,,,15300000.0,7000000.0
Retained Earnings,121000000.0,426400000.0,803600000.0,1064600000.0,1244600000.0,1305500000.0
Other Liab,161700000.0,176400000.0,219700000.0,260200000.0,284900000.0,279700000.0
Good Will,133000000.0,135100000.0,205900000.0,303800000.0,334500000.0,318000000.0
Treasury Stock,-914300000.0,-907600000.0,-954900000.0,-971600000.0,-911600000.0,-1093000000.0
Other Assets,7400000.0,11100000.0,20700000.0,65400000.0,80400000.0,172900000.0
Cash,57100000.0,55600000.0,12200000.0,1364000000.0,783500000.0,525000000.0
Total Current Liabilities,555400000.0,518700000.0,552800000.0,1024900000.0,618200000.0,699100000.0
Deferred Long Term Asset Charges,500000.0,400000.0,1800000.0,2300000.0,2200000.0,2700000.0
Short Long Term Debt,37900000.0,38700000.0,33700000.0,46000000.0,31300000.0,31300000.0
Other Stockholder Equity,-914100000.0,-904700000.0,-915600000.0,-903400000.0,-807300000.0,-828900000.0
Property Plant Equipment,1271200000.0,1420800000.0,1597800000.0,1702000000.0,1665700000.0,1698200000.0
Total Current Assets,858200000.0,930400000.0,961500000.0,2302600000.0,1781700000.0,1659600000.0
Long Term Investments,178600000.0,219800000.0,224600000.0,250200000.0,310200000.0,257400000.0
Net Tangible Assets,-817400000.0,-505300000.0,-248100000.0,-102100000.0,109200000.0,8800000.0
Net Receivables,185200000.0,225900000.0,340100000.0,342100000.0,366900000.0,447300000.0
Long Term Debt,2365000000.0,2336700000.0,2205600000.0,2982100000.0,2698800000.0,2689700000.0
Inventory,525000000.0,549700000.0,498300000.0,486700000.0,513500000.0,574400000.0
Accounts Payable,295000000.0,254400000.0,289200000.0,244400000.0,359300000.0,402600000.0
Minority Interest,50700000.0,55600000.0,,,,
