,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,2320500000.0,2274000000.0,2750000000.0,3110200000.0
Capital Surplus,264600000.0,280800000.0,295500000.0,274400000.0
Total Liab,3796800000.0,3615400000.0,3989600000.0,4394100000.0
Total Stockholder Equity,2218000000.0,2453800000.0,2667800000.0,3020400000.0
Other Current Liab,5000000.0,2900000.0,7500000.0,12700000.0
Total Assets,6014800000.0,6069200000.0,6657400000.0,7414500000.0
Common Stock,292800000.0,292800000.0,292800000.0,292800000.0
Other Current Assets,44700000.0,33400000.0,26900000.0,35100000.0
Retained Earnings,3479000000.0,3832600000.0,4237400000.0,4786000000.0
Other Liab,758400000.0,773300000.0,913600000.0,967700000.0
Good Will,1958900000.0,1992900000.0,2079500000.0,2229600000.0
Treasury Stock,-1818400000.0,-1952400000.0,-2157900000.0,-2332800000.0
Other Assets,118200000.0,117400000.0,138100000.0,158800000.0
Cash,278900000.0,316700000.0,155700000.0,183100000.0
Total Current Liabilities,935000000.0,1326300000.0,1092300000.0,1388600000.0
Other Stockholder Equity,-36400000.0,-53600000.0,-66700000.0,-77600000.0
Property Plant Equipment,607700000.0,598200000.0,723700000.0,794400000.0
Total Current Assets,1000200000.0,1078200000.0,956400000.0,1112400000.0
Long Term Investments,9300000.0,8500000.0,9700000.0,9100000.0
Net Tangible Assets,-2061400000.0,-1813100000.0,-2161700000.0,-2319400000.0
Net Receivables,345900000.0,345300000.0,356400000.0,398800000.0
Long Term Debt,2103400000.0,1515800000.0,1839700000.0,1869500000.0
Inventory,330700000.0,382800000.0,417400000.0,495400000.0
Accounts Payable,398900000.0,430200000.0,473300000.0,588100000.0
Short Long Term Debt,,596500000.0,,
