,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,109800000.0,104300000.0,27900000.0,-168100000.0,33600000.0,83700000.0,98300000.0,-95200000.0,33100000.0
Total Cashflows From Investing Activities,-15000000.0,-24800000.0,-556900000.0,-30000000.0,-17600000.0,-22100000.0,-612300000.0,-15700000.0,-24100000.0
Net Borrowings,-906100000.0,-64200000.0,349400000.0,-69000000.0,-149400000.0,-153200000.0,772300000.0,-149900000.0,400200000.0
Total Cash From Financing Activities,-944100000.0,-79700000.0,-6400000.0,-125000000.0,-204800000.0,-255600000.0,333300000.0,-202600000.0,334800000.0
Change To Operating Activities,11700000.0,21400000.0,-42700000.0,-700000.0,-5700000.0,-2300000.0,-13400000.0,-1000000.0,-700000.0
Issuance Of Stock,35600000.0,44200000.0,3900000.0,5900000.0,6600000.0,14400000.0,71800000.0,11000000.0,5900000.0
Net Income,189700000.0,216200000.0,150200000.0,220700000.0,218300000.0,230400000.0,158100000.0,204400000.0,187100000.0
Change In Cash,-594900000.0,97400000.0,-366000000.0,-55600000.0,22300000.0,30200000.0,60600000.0,-66200000.0,465300000.0
Effect Of Exchange Rate,2100000.0,2300000.0,5200000.0,-800000.0,600000.0,-1400000.0,-600000.0,-700000.0,-3000000.0
Total Cash From Operating Activities,362100000.0,199600000.0,192100000.0,100200000.0,244100000.0,309300000.0,340200000.0,152800000.0,157600000.0
Depreciation,46200000.0,46500000.0,50800000.0,54900000.0,55400000.0,54600000.0,54200000.0,53700000.0,53600000.0
Other Cashflows From Investing Activities,-900000.0,-1100000.0,100000.0,-3700000.0,-600000.0,-1300000.0,-1600000.0,-100000.0,-900000.0
Dividends Paid,-59100000.0,-59600000.0,-59600000.0,-61900000.0,-61900000.0,-62000000.0,-61700000.0,-63700000.0,-63700000.0
Change To Inventory,-57900000.0,-39600000.0,20400000.0,-46300000.0,-14000000.0,400000.0,30800000.0,-63700000.0,-69300000.0
Change To Account Receivables,14200000.0,-24000000.0,4700000.0,-8300000.0,20800000.0,-24500000.0,14400000.0,-1800000.0,-5700000.0
Other Cashflows From Financing Activities,-14500000.0,-100000.0,-100000.0,-100000.0,-100000.0,100000.0,-4000000.0,-7600000.0,-7600000.0
Change To Netincome,15300000.0,-51200000.0,-18300000.0,-7000000.0,-9400000.0,-22600000.0,3500000.0,-1200000.0,15100000.0
Capital Expenditures,-14100000.0,-23700000.0,-44300000.0,-26300000.0,-17000000.0,-20800000.0,-54700000.0,-15600000.0,-23200000.0
Repurchase Of Stock,-300000000.0,-300000000.0,-300000000.0,-54900000.0,-54900000.0,-54900000.0,-445100000.0,,
